,Portfolio_Returns,ExRm,SMB,HML,rf,MOM,Sin_Portfolio_Excess_Returns,USREC
1983-05-31,0.0401419375,0.0052,0.0624,-0.014,0.0069,-0.0156,0.0332419375,0
1983-06-30,0.1042255625,0.0307,0.0095,-0.039,0.0067,0.018,0.0975255625,0
1983-07-31,-0.011833000000000002,-0.0407,0.015,0.0562,0.0074,-0.0313,-0.019233,0
1983-08-31,-0.011903285714285703,-0.005,-0.0428,0.0554,0.0076,-0.0543,-0.019503285714285702,0
1983-09-30,0.011537439999999993,0.0091,0.0061,0.0101,0.0076,-0.0003,0.003937439999999993,0
1983-10-31,-0.03234443137254902,-0.0344,-0.0357,0.0497,0.0076,-0.0452,-0.03994443137254902,0
1983-11-30,0.021966192307692298,0.0216,0.0201,-0.0072,0.007,-0.0013,0.014966192307692298,0
1983-12-31,-0.020848607843137263,-0.0178,-0.0027,0.0173,0.0073,0.0084,-0.028148607843137264,0
1984-01-31,-0.02496459615384616,-0.0192,-0.0038,0.0758,0.0076,-0.0256,-0.03256459615384616,0
1984-02-29,-0.007265313725490191,-0.0482,-0.0169,0.0333,0.0071,0.0022,-0.014365313725490192,0
1984-03-31,0.013393019607843136,0.0063,0.0007,0.0046,0.0073,0.0107,0.006093019607843136,0
1984-04-30,-0.027094156862745085,-0.0051,-0.0116,0.012,0.0081,0.0207,-0.03519415686274509,0
1984-05-31,-0.03530766666666667,-0.0597,0.0006,0.0031,0.0078,0.0151,-0.04310766666666667,0
1984-06-30,0.014528307692307695,0.0182,-0.003,-0.0266,0.0075,-0.007,0.007028307692307695,0
1984-07-31,-0.05547111320754717,-0.0274,-0.0221,0.0036,0.0082,0.0285,-0.06367111320754718,0
1984-08-31,0.0555946923076923,0.1028,-0.0024,-0.0182,0.0083,-0.0559,0.0472946923076923,0
1984-09-30,-0.02089132692307692,-0.008,0.0017,0.0528,0.0086,0.0362,-0.02949132692307692,0
1984-10-31,-0.012541384615384609,-0.0084,-0.0123,0.0045,0.01,0.0316,-0.02254138461538461,0
1984-11-30,-0.03126678846153846,-0.0176,-0.0065,0.0406,0.0073,0.0164,-0.03856678846153846,0
1984-12-31,0.014870269230769227,0.0184,-0.0056,-0.0026,0.0064,0.0149,0.008470269230769226,0
1985-01-31,0.08543215384615384,0.0799,0.0331,-0.0535,0.0065,-0.0682,0.07893215384615383,0
1985-02-28,0.0365552037037037,0.0122,0.0079,-0.001,0.0058,0.0188,0.0307552037037037,0
1985-03-31,0.04119679629629629,-0.0084,-0.0108,0.0407,0.0062,0.0158,0.03499679629629629,0
1985-04-30,-0.015010314814814813,-0.0096,0.0014,0.0372,0.0072,0.0304,-0.022210314814814815,0
1985-05-31,0.016020054545454545,0.0509,-0.0222,-0.0096,0.0066,0.0399,0.009420054545454545,0
1985-06-30,0.011191218181818187,0.0127,0.0052,0.0038,0.0055,0.0357,0.005691218181818187,0
1985-07-31,0.02383714545454546,-0.0074,0.0284,-0.0162,0.0062,-0.0391,0.01763714545454546,0
1985-08-31,0.004982418181818176,-0.0102,-0.003,0.0232,0.0055,0.0185,-0.000517581818181824,0
1985-09-30,-0.03358216363636363,-0.0454,-0.0159,0.0129,0.006,0.0151,-0.039582163636363625,0
1985-10-31,-0.014208890909090915,0.0402,-0.0151,0.0075,0.0065,0.0488,-0.020708890909090914,0
1985-11-30,0.10860268518518518,0.0648,0.0025,-0.0285,0.0061,-0.0047,0.10250268518518518,0
1985-12-31,0.04751724074074073,0.0388,-0.0051,-0.0154,0.0065,-0.0023,0.04101724074074073,0
1986-01-31,0.04422677358490566,0.0065,0.0121,0.0044,0.0056,0.03,0.03862677358490566,0
1986-02-28,0.04059830188679245,0.0713,-0.0054,-0.0072,0.0053,0.0276,0.03529830188679245,0
1986-03-31,0.11502151923076923,0.0488,-0.0059,-0.0039,0.006,0.0241,0.10902151923076922,0
1986-04-30,0.06555034615384615,-0.0131,0.0278,-0.0287,0.0052,-0.0037,0.06035034615384616,0
1986-05-31,0.02385354716981132,0.0462,-0.0135,-0.0021,0.0049,0.0205,0.01895354716981132,0
1986-06-30,0.02657140384615385,0.0103,-0.0096,0.0128,0.0052,0.0507,0.02137140384615385,0
1986-07-31,-0.09194480769230769,-0.0645,-0.0336,0.047,0.0052,0.0183,-0.09714480769230768,0
1986-08-31,0.017245653846153848,0.0607,-0.0417,0.0351,0.0046,-0.0528,0.012645653846153848,0
1986-09-30,-0.051477596153846145,-0.086,0.0236,0.0322,0.0045,-0.0579,-0.05597759615384614,0
1986-10-31,0.01034305769230769,0.0466,-0.025,-0.0142,0.0046,0.0446,0.00574305769230769,0
1986-11-30,0.0034052884615384626,0.0117,-0.0191,-0.0007,0.0039,-0.0026,-0.0004947115384615372,0
1986-12-31,0.00039907692307692387,-0.0327,0.0013,0.0036,0.0049,0.0035,-0.004500923076923076,0
1987-01-31,0.07752273584905658,0.1247,-0.0181,-0.0316,0.0042,0.022,0.07332273584905659,0
1987-02-28,0.0755160754716981,0.0439,0.0349,-0.0591,0.0043,-0.0207,0.0712160754716981,0
1987-03-31,0.0365064423076923,0.0164,0.0045,0.0161,0.0047,0.0168,0.0318064423076923,0
1987-04-30,0.010386807692307687,-0.0211,-0.0169,-0.0039,0.0044,0.0022,0.005986807692307686,0
1987-05-31,0.038355865384615384,0.0011,-0.005,0.0023,0.0038,-0.0074,0.034555865384615386,0
1987-06-30,0.007525792452830186,0.0394,-0.0212,0.0104,0.0048,-0.0025,0.002725792452830186,0
1987-07-31,0.012101019230769238,0.0385,-0.0069,0.0068,0.0046,0.0272,0.007501019230769238,0
1987-08-31,0.028778096153846144,0.0352,-0.0077,-0.0093,0.0047,-0.0086,0.024078096153846144,0
1987-09-30,-0.010389403846153845,-0.0259,0.0054,0.0027,0.0045,0.0077,-0.014889403846153844,0
1987-10-31,-0.2576082884615385,-0.2324,-0.0843,0.0424,0.006,-0.0786,-0.2636082884615385,0
1987-11-30,-0.014462377358490569,-0.0777,0.0272,0.0295,0.0035,-0.0117,-0.01796237735849057,0
1987-12-31,0.03189549056603773,0.0681,0.0013,-0.0443,0.0039,0.0587,0.02799549056603773,0
1988-01-31,0.06900884905660376,0.0421,-0.0072,0.0501,0.0029,-0.0724,0.06610884905660376,0
1988-02-29,0.04745496153846153,0.0475,0.0334,-0.0171,0.0046,-0.0147,0.04285496153846153,0
1988-03-31,0.05413940384615383,-0.0227,0.0615,0.0073,0.0044,0.0058,0.04973940384615383,0
1988-04-30,0.031699423076923076,0.0056,0.01,0.0167,0.0046,0.0224,0.027099423076923077,0
1988-05-31,-0.014652666666666661,-0.0029,-0.026,0.0242,0.0051,0.0063,-0.01975266666666666,0
1988-06-30,0.04420371153846153,0.0479,0.0211,-0.0124,0.0049,-0.0293,0.03930371153846153,0
1988-07-31,-0.006416199999999998,-0.0125,-0.0025,0.0222,0.0051,0.0066,-0.011516199999999997,0
1988-08-31,-0.019018420000000005,-0.0331,0.0004,0.0215,0.0059,0.0035,-0.024918420000000004,0
1988-09-30,0.030586400000000007,0.033,-0.0131,-0.0075,0.0062,0.0027,0.024386400000000006,0
1988-10-31,0.0030739411764705866,0.0115,-0.0293,0.0205,0.0061,0.0133,-0.003026058823529414,0
1988-11-30,-0.022248557692307696,-0.0229,-0.0172,0.0141,0.0057,0.0033,-0.027948557692307696,0
1988-12-31,0.03605851923076923,0.0149,0.0195,-0.0169,0.0063,0.0049,0.029758519230769227,0
1989-01-31,0.08173740384615387,0.061,-0.0223,0.006,0.0055,-0.0016,0.07623740384615386,0
1989-02-28,0.014727169811320759,-0.0225,0.0282,0.0101,0.0061,0.0099,0.008627169811320758,0
1989-03-31,0.019640905660377354,0.0157,0.0067,0.0058,0.0067,0.0351,0.012940905660377353,0
1989-04-30,0.03839767924528302,0.0433,-0.0068,-0.0142,0.0067,0.0177,0.03169767924528302,0
1989-05-31,0.0189921320754717,0.0335,-0.0005,-0.0088,0.0079,0.0152,0.0110921320754717,0
1989-06-30,0.005834370370370365,-0.0135,-0.0102,0.0225,0.0071,0.0043,-0.0012656296296296356,0
1989-07-31,0.06651705660377356,0.072,-0.0414,-0.0279,0.007,0.0541,0.059517056603773565,0
1989-08-31,-0.03412288461538462,0.0144,0.0056,0.006,0.0074,-0.0012,-0.041522884615384614,0
1989-09-30,0.015528038461538465,-0.0076,0.0032,-0.0127,0.0065,0.034,0.009028038461538466,0
1989-10-31,-0.08131963461538462,-0.0367,-0.0323,-0.0111,0.0068,0.0132,-0.08811963461538462,0
1989-11-30,0.008110134615384608,0.0103,-0.0124,-0.0109,0.0069,0.026,0.0012101346153846077,0
1989-12-31,0.017925596153846146,0.0116,-0.0236,0.0016,0.0061,0.028,0.011825596153846145,0
1990-01-31,-0.04966326415094338,-0.0785,-0.0124,0.0085,0.0057,-0.0327,-0.05536326415094338,0
1990-02-28,0.004105833333333335,0.0111,0.0099,0.0064,0.0057,-0.0055,-0.0015941666666666656,0
1990-03-31,0.026605518518518514,0.0183,0.015,-0.0292,0.0064,0.018,0.020205518518518515,0
1990-04-30,-0.003134537037037026,-0.0336,-0.0046,-0.0259,0.0069,0.0239,-0.010034537037037026,0
1990-05-31,0.05874201818181818,0.0842,-0.0253,-0.0383,0.0068,0.0303,0.05194201818181818,0
1990-06-30,-0.015850388888888903,-0.0109,0.014,-0.0193,0.0063,0.024,-0.022150388888888903,0
1990-07-31,-0.035328839285714286,-0.019,-0.0312,-0.0003,0.0068,0.061,-0.04212883928571429,0
1990-08-31,-0.09616826315789473,-0.1015,-0.0357,0.0164,0.0066,0.0188,-0.10276826315789472,1
1990-09-30,-0.07072277586206896,-0.0612,-0.0365,0.0064,0.006,0.0578,-0.07672277586206896,1
1990-10-31,-0.009216896551724125,-0.0192,-0.0557,0.001,0.0068,0.0671,-0.016016896551724124,1
1990-11-30,0.02812483050847457,0.0635,0.0043,-0.031,0.0057,-0.0548,0.02242483050847457,1
1990-12-31,0.023376583333333326,0.0246,0.0081,-0.017,0.006,0.0029,0.017376583333333327,1
1991-01-31,0.020003,0.0469,0.0381,-0.016,0.0052,-0.0645,0.014803,1
1991-02-28,0.09190332203389828,0.0719,0.0395,-0.0058,0.0048,-0.0461,0.08710332203389828,1
1991-03-31,0.07326743333333333,0.0265,0.0393,-0.0139,0.0044,0.0287,0.06886743333333332,1
1991-04-30,0.06820889655172413,-0.0028,0.0048,0.015,0.0053,-0.0236,0.06290889655172413,0
1991-05-31,0.01905337931034483,0.0365,-0.004,-0.0052,0.0047,-0.0011,0.01435337931034483,0
1991-06-30,-0.012139315789473679,-0.0494,0.0013,0.0115,0.0042,0.0047,-0.016339315789473677,0
1991-07-31,0.06983980357142856,0.0424,-0.0092,-0.0132,0.0049,0.0432,0.06493980357142856,0
1991-08-31,0.0241070701754386,0.0232,0.0158,-0.0078,0.0046,0.0157,0.0195070701754386,0
1991-09-30,0.024432052631578948,-0.0159,0.0164,-0.0108,0.0046,0.0179,0.019832052631578948,0
1991-10-31,0.04438553571428572,0.0129,0.0081,-0.0047,0.0042,0.0306,0.040185535714285715,0
1991-11-30,0.02308378947368423,-0.0419,-0.005,-0.0189,0.0039,0.0114,0.01918378947368423,0
1991-12-31,0.04100764912280701,0.1084,-0.0224,-0.0417,0.0038,0.0819,0.03720764912280701,0
1992-01-31,0.10287105263157895,-0.0059,0.0846,0.0471,0.0034,-0.0249,0.09947105263157895,0
1992-02-29,0.04471719298245615,0.0109,0.0087,0.0647,0.0028,-0.0053,0.04191719298245615,0
1992-03-31,0.015512105263157895,-0.0266,-0.0104,0.0356,0.0034,-0.0029,0.012112105263157895,0
1992-04-30,0.012090482758620685,0.0107,-0.0606,0.0434,0.0032,-0.0258,0.008890482758620685,0
1992-05-31,-0.024102068965517247,0.003,0.0041,0.0119,0.0028,0.0021,-0.026902068965517247,0
1992-06-30,-0.037988827586206884,-0.0234,-0.0307,0.0324,0.0032,-0.0058,-0.041188827586206886,0
1992-07-31,0.01854214035087719,0.0377,-0.0047,-0.0056,0.0031,0.0156,0.01544214035087719,0
1992-08-31,0.014584172413793093,-0.0238,-0.0013,-0.011,0.0026,-0.0051,0.011984172413793093,0
1992-09-30,0.014614155172413794,0.0119,0.0054,-0.0026,0.0026,0.0149,0.012014155172413794,0
1992-10-31,0.015930050000000005,0.0102,0.0209,-0.0198,0.0023,0.0248,0.013630050000000005,0
1992-11-30,0.05794414285714285,0.0413,0.0376,-0.0135,0.0023,-0.0015,0.05564414285714285,0
1992-12-31,0.038925142857142866,0.0153,0.0169,0.0262,0.0028,0.0431,0.03612514285714287,0
1993-01-31,0.11173842857142856,0.0093,0.0189,0.0594,0.0023,0.0483,0.10943842857142856,0
1993-02-28,-0.008476031249999995,0.0012,-0.0348,0.0642,0.0022,0.0314,-0.010676031249999995,0
1993-03-31,0.08849255223880598,0.023,0.0024,0.0118,0.0025,0.0373,0.08599255223880597,0
1993-04-30,0.0630254705882353,-0.0305,-0.0067,0.0249,0.0024,0.0038,0.060625470588235295,0
1993-05-31,0.13058004347826085,0.0289,0.0204,-0.0342,0.0022,0.0022,0.12838004347826085,0
1993-06-30,-0.013741928571428563,0.0031,-0.0029,0.0275,0.0025,0.0455,-0.016241928571428563,0
1993-07-31,-0.034143200000000005,-0.0034,0.0096,0.0285,0.0024,0.0316,-0.036543200000000005,0
1993-08-31,0.04376827397260273,0.0371,0.0013,0.0013,0.0025,0.0265,0.04126827397260273,0
1993-09-30,0.034908763157894734,-0.0012,0.0304,-0.0031,0.0026,0.0337,0.032308763157894736,0
1993-10-31,0.005631358974358974,0.0141,0.0203,-0.0276,0.0022,-0.0272,0.003431358974358974,0
1993-11-30,-0.03939011392405063,-0.0189,-0.0125,-0.0074,0.0025,-0.0474,-0.041890113924050634,0
1993-12-31,0.024869172839506164,0.0165,0.0123,0.0032,0.0023,0.0236,0.022569172839506164,0
1994-01-31,0.05148158536585366,0.0287,0.0034,0.0115,0.0025,0.0,0.04898158536585366,0
1994-02-28,0.018816255813953495,-0.0255,0.028,-0.0154,0.0021,-0.003,0.016716255813953494,0
1994-03-31,-0.023790314606741567,-0.0478,-0.0108,0.016,0.0027,-0.0127,-0.026490314606741568,0
1994-04-30,-0.027833022222222226,0.0068,-0.0093,0.0166,0.0027,0.0039,-0.030533022222222227,0
1994-05-31,-0.04392530769230769,0.0058,-0.0215,0.0067,0.0031,-0.0219,-0.047025307692307686,0
1994-06-30,-0.09212410638297872,-0.0303,-0.0041,0.0167,0.0031,-0.0087,-0.09522410638297872,0
1994-07-31,0.02717123655913979,0.0282,-0.0181,0.0058,0.0028,0.0018,0.02437123655913979,0
1994-08-31,0.03393369892473118,0.0401,0.0145,-0.0251,0.0037,0.0155,0.030233698924731177,0
1994-09-30,-0.04025026881720431,-0.0231,0.0314,-0.0189,0.0037,0.0131,-0.04395026881720431,0
1994-10-31,-0.022915606382978723,0.0134,-0.0224,-0.0162,0.0038,0.0149,-0.026715606382978725,0
1994-11-30,-0.04270160638297872,-0.0404,0.0025,-0.007,0.0037,-0.0018,-0.04640160638297872,0
1994-12-31,0.0024081702127659596,0.0086,0.0022,-0.0013,0.0044,0.0348,-0.0019918297872340406,0
1995-01-31,0.03202844791666667,0.018,-0.035,0.0257,0.0042,-0.0181,0.02782844791666667,0
1995-02-28,0.02629460416666666,0.0363,-0.0066,0.0108,0.004,-0.0039,0.02229460416666666,0
1995-03-31,0.06439759375000001,0.0219,-0.0016,-0.0215,0.0046,0.0043,0.05979759375000001,0
1995-04-30,0.025371535353535358,0.0211,-0.0049,0.0171,0.0044,0.0179,0.020971535353535357,0
1995-05-31,0.020353520408163264,0.029,-0.0255,0.0229,0.0054,-0.0042,0.014953520408163263,0
1995-06-30,0.02600566326530612,0.0272,0.0318,-0.0254,0.0047,0.0293,0.02130566326530612,0
1995-07-31,0.019370179999999994,0.0372,0.0207,-0.0162,0.0045,0.0256,0.014870179999999993,0
1995-08-31,-0.007156865384615383,0.0055,0.0135,0.0279,0.0047,0.0016,-0.011856865384615382,0
1995-09-30,-0.0013661886792452854,0.0335,-0.022,-0.0004,0.0043,0.029,-0.005666188679245286,0
1995-10-31,-0.05134440566037736,-0.0152,-0.0378,-0.005,0.0047,0.0416,-0.05604440566037736,0
1995-11-30,0.025526093457943926,0.0396,-0.0109,0.0051,0.0042,-0.0068,0.021326093457943927,0
1995-12-31,-0.035728779816513755,0.0103,0.007,0.0022,0.0049,0.0252,-0.040628779816513756,0
1996-01-31,0.05405197247706421,0.0226,-0.0273,0.0038,0.0043,0.0054,0.04975197247706421,0
1996-02-29,0.029420245454545454,0.0133,0.0179,-0.0108,0.0039,0.0059,0.025520245454545454,0
1996-03-31,0.030655654545454547,0.0073,0.0149,0.0035,0.0039,-0.0184,0.026755654545454546,0
1996-04-30,0.0792837652173913,0.0206,0.0523,-0.0402,0.0046,-0.0088,0.07468376521739131,0
1996-05-31,0.027974070175438594,0.0236,0.0317,-0.0083,0.0042,0.0154,0.023774070175438596,0
1996-06-30,-0.009206888888888886,-0.0114,-0.0401,0.0235,0.004,0.0098,-0.013206888888888886,0
1996-07-31,-0.10897347457627116,-0.0597,-0.0431,0.0514,0.0045,-0.0016,-0.11347347457627116,0
1996-08-31,0.046764512820512825,0.0277,0.0244,-0.0074,0.0041,0.0001,0.042664512820512826,0
1996-09-30,-0.0034057666666666656,0.0501,-0.0098,-0.0272,0.0044,0.027,-0.007805766666666666,0
1996-10-31,-0.04227477310924369,0.0086,-0.0444,0.0494,0.0042,0.0379,-0.046474773109243694,0
1996-11-30,-0.0056804262295081995,0.0625,-0.0402,0.0139,0.0041,-0.0237,-0.009780426229508199,0
1996-12-31,-0.0371713606557377,-0.017,0.0316,0.0131,0.0046,0.0063,-0.0417713606557377,0
1997-01-31,0.05681645528455284,0.0499,-0.0195,-0.0142,0.0045,0.0196,0.052316455284552844,0
1997-02-28,0.019149528925619833,-0.0049,-0.0322,0.0567,0.0039,-0.0213,0.015249528925619833,0
1997-03-31,-0.0143519756097561,-0.0503,-0.0036,0.0339,0.0043,0.009,-0.0186519756097561,0
1997-04-30,-0.03338095161290321,0.0404,-0.0577,0.0007,0.0043,0.0484,-0.03768095161290321,0
1997-05-31,0.06176793548387095,0.0674,0.0519,-0.0413,0.0049,-0.0517,0.05686793548387095,0
1997-06-30,-0.011153200000000005,0.041,0.0122,0.0158,0.0037,0.026,-0.014853200000000006,0
1997-07-31,0.04460525984251969,0.0733,-0.0274,0.0026,0.0043,0.0377,0.04030525984251969,0
1997-08-31,0.002580396825396827,-0.0415,0.0728,0.0118,0.0041,-0.0256,-0.0015196031746031735,0
1997-09-30,0.067657512,0.0535,0.0253,0.0037,0.0044,0.0147,0.063257512,0
1997-10-31,-0.028011261904761896,-0.038,-0.0074,0.0227,0.0042,-0.0057,-0.032211261904761895,0
1997-11-30,-0.03590629133858267,0.0298,-0.0511,0.0119,0.0039,0.0033,-0.03980629133858267,0
1997-12-31,-0.059028215999999994,0.0132,-0.0249,0.0384,0.0048,0.0398,-0.063828216,0
1998-01-31,0.10129326984126984,0.0015,-0.0106,-0.0163,0.0043,0.0014,0.09699326984126984,0
1998-02-28,0.079152816,0.0704,0.0032,-0.0085,0.0039,-0.0112,0.075252816,0
1998-03-31,0.025513959677419346,0.0476,-0.0114,0.0139,0.0039,0.0215,0.021613959677419345,0
1998-04-30,-0.012993016129032257,0.0073,0.0007,0.0094,0.0043,0.0074,-0.01729301612903226,0
1998-05-31,-0.03049847826086956,-0.0307,-0.0336,0.034,0.004,0.0182,-0.03449847826086956,0
1998-06-30,-0.04384310144927536,0.0318,-0.032,-0.0197,0.0041,0.0728,-0.04794310144927536,0
1998-07-31,-0.011279043478260873,-0.0246,-0.0492,-0.0178,0.004,0.0369,-0.015279043478260873,0
1998-08-31,-0.1432227518248175,-0.1608,-0.057,0.0353,0.0043,0.0184,-0.1475227518248175,0
1998-09-30,0.002700666666666669,0.0615,0.001,-0.0342,0.0046,-0.0081,-0.001899333333333331,0
1998-10-31,0.0371500294117647,0.0713,-0.0312,-0.0223,0.0032,-0.0537,0.0339500294117647,0
1998-11-30,0.0006228592592592598,0.061,0.0122,-0.0325,0.0031,0.012,-0.00247714074074074,0
1998-12-31,-0.006630131386861319,0.0616,-0.005,-0.0419,0.0038,0.0892,-0.01043013138686132,0
1999-01-31,0.09702297841726618,0.035,0.0076,-0.046,0.0035,0.0303,0.09352297841726617,0
1999-02-28,0.008337442028985505,-0.0408,-0.0609,0.0192,0.0035,-0.001,0.004837442028985506,0
1999-03-31,0.00048239416058394255,0.0345,-0.0379,-0.0274,0.0043,-0.0127,-0.0038176058394160575,0
1999-04-30,0.1259528175182482,0.0433,0.0391,0.0246,0.0037,-0.0904,0.1222528175182482,0
1999-05-31,0.07058369343065693,-0.0246,0.0334,0.0235,0.0034,-0.0519,0.06718369343065693,0
1999-06-30,0.010236919708029197,0.0477,0.0309,-0.0319,0.004,0.0506,0.0062369197080291965,0
1999-07-31,0.051957224637681175,-0.0349,0.026,-0.0044,0.0038,0.0166,0.04815722463768118,0
1999-08-31,-0.0362375,-0.0138,-0.0094,-0.0187,0.0039,0.0312,-0.0401375,0
1999-09-30,-0.029807678832116782,-0.0279,0.0341,-0.035,0.0039,0.0647,-0.03370767883211678,0
1999-10-31,-0.02400302898550725,0.0612,-0.0664,-0.0337,0.0039,0.055,-0.027903028985507252,0
1999-11-30,-0.0010020364963503614,0.0337,0.072,-0.0611,0.0036,0.0564,-0.004602036496350361,0
1999-12-31,-0.0034060431654676267,0.0772,0.0702,-0.0832,0.0044,0.1322,-0.007806043165467627,0
2000-01-31,0.1599995109489051,-0.0474,0.0579,-0.0191,0.0041,0.0192,0.1558995109489051,0
2000-02-29,0.09468562411347517,0.0245,0.2142,-0.097,0.0043,0.182,0.09038562411347517,0
2000-03-31,0.03549263120567375,0.052,-0.1723,0.0817,0.0047,-0.0683,0.030792631205673753,0
2000-04-30,-0.01505342957746479,-0.064,-0.0668,0.0726,0.0046,-0.0839,-0.01965342957746479,0
2000-05-31,-0.027529985611510793,-0.0442,-0.0609,0.0481,0.005,-0.0898,-0.03252998561151079,0
2000-06-30,0.04978207857142858,0.0464,0.1285,-0.0843,0.004,0.166,0.045782078571428575,0
2000-07-31,-0.02014691970802919,-0.0251,-0.0306,0.083,0.0048,-0.0005,-0.02494691970802919,0
2000-08-31,0.07509619708029197,0.0703,-0.0062,-0.0138,0.005,0.0573,0.07009619708029197,0
2000-09-30,-0.0505631884057971,-0.0545,-0.0182,0.0717,0.0051,0.0197,-0.0556631884057971,0
2000-10-31,-0.0374663768115942,-0.0276,-0.0387,0.057,0.0056,-0.0448,-0.0430663768115942,0
2000-11-30,-0.06500306474820144,-0.1072,-0.0343,0.1232,0.0051,-0.0232,-0.07010306474820144,0
2000-12-31,-0.03164048148148148,0.0119,0.0072,0.0761,0.005,0.0674,-0.036640481481481475,0
2001-01-31,0.1388165851851852,0.0313,0.0669,-0.0509,0.0054,-0.253,0.1334165851851852,0
2001-02-28,-0.03354099264705883,-0.1005,-0.0079,0.1248,0.0038,0.1257,-0.03734099264705883,0
2001-03-31,0.011856074074074081,-0.0726,0.0024,0.0642,0.0042,0.0855,0.007656074074074082,0
2001-04-30,0.006451270072992708,0.0794,0.0055,-0.0468,0.0039,-0.079,0.002551270072992708,1
2001-05-31,0.08923884671532846,0.0072,0.0249,0.0338,0.0032,0.0221,0.08603884671532847,1
2001-06-30,0.0048032262773722665,-0.0194,0.0624,-0.0113,0.0028,0.0038,0.0020032262773722665,1
2001-07-31,-0.046614087591240874,-0.0213,-0.0419,0.0521,0.003,0.0558,-0.04961408759124088,1
2001-08-31,0.0018865766423357662,-0.0646,0.0248,0.023,0.0031,0.0553,-0.0012134233576642337,1
2001-09-30,-0.11741316058394159,-0.0925,-0.0623,0.0145,0.0028,0.1148,-0.12021316058394159,1
2001-10-31,0.015301321167883217,0.0246,0.0749,-0.0766,0.0022,-0.0847,0.013101321167883217,1
2001-11-30,0.07584236764705882,0.0754,-0.0047,0.0222,0.0017,-0.0869,0.07414236764705882,1
2001-12-31,0.03476426277372263,0.016,0.0473,0.0085,0.0015,0.0007,0.03326426277372263,0
2002-01-31,0.03196205109489051,-0.0144,0.0119,0.0344,0.0014,0.0375,0.030562051094890512,0
2002-02-28,0.04383565441176469,-0.0229,-0.01,0.0216,0.0013,0.0682,0.04253565441176469,0
2002-03-31,0.1103442794117647,0.0424,0.0421,0.0106,0.0013,-0.0164,0.1090442794117647,0
2002-04-30,0.04618767883211678,-0.052,0.0596,0.0388,0.0015,0.0763,0.04468767883211678,0
2002-05-31,0.018268970370370372,-0.0138,-0.0321,0.0153,0.0014,0.0316,0.016868970370370374,0
2002-06-30,-0.029324701492537308,-0.0721,0.0429,-0.0003,0.0013,0.0603,-0.030624701492537307,0
2002-07-31,-0.059639051851851844,-0.0818,-0.0528,-0.0385,0.0015,0.0377,-0.061139051851851846,0
2002-08-31,-0.021628474074074075,0.005,-0.0286,0.0329,0.0014,0.019,-0.023028474074074073,0
2002-09-30,-0.0855755447761194,-0.1035,0.024,0.0147,0.0014,0.0913,-0.08697554477611939,0
2002-10-31,-0.010272969696969699,0.0784,-0.034,-0.0394,0.0014,-0.0558,-0.011672969696969699,0
2002-11-30,-0.005925238805970153,0.0596,0.0319,-0.0121,0.0012,-0.1633,-0.0071252388059701525,0
2002-12-31,-0.0014964411764705927,-0.0576,0.0009,0.0214,0.0011,0.0964,-0.002596441176470593,0
2003-01-31,0.002287186567164175,-0.0257,0.0135,-0.0081,0.001,0.0155,0.001287186567164175,0
2003-02-28,-0.010308567164179102,-0.0188,-0.0045,-0.0138,0.0009,0.0117,-0.011208567164179102,0
2003-03-31,-0.029460639097744358,0.0109,0.0103,-0.0191,0.001,0.0148,-0.03046063909774436,0
2003-04-30,0.08917508208955223,0.0822,0.0066,0.0117,0.001,-0.0933,0.08817508208955223,0
2003-05-31,0.06166366412213739,0.0605,0.0474,0.005,0.0009,-0.107,0.06076366412213739,0
2003-06-30,0.08263848854961832,0.0142,0.0177,0.0015,0.001,-0.01,0.08163848854961832,0
2003-07-31,0.05690633082706767,0.0235,0.0505,-0.0124,0.0007,-0.0024,0.05620633082706767,0
2003-08-31,0.014433838235294106,0.0234,0.0259,0.0154,0.0007,-0.0062,0.013733838235294107,0
2003-09-30,0.060606770370370364,-0.0124,0.008,0.0015,0.0008,-0.0019,0.05980677037037036,0
2003-10-31,0.022070124087591233,0.0608,0.0269,0.0197,0.0007,0.0399,0.021370124087591234,0
2003-11-30,0.044895811594202896,0.0135,0.0207,0.0178,0.0007,0.0146,0.0441958115942029,0
2003-12-31,0.08047282222222221,0.0429,-0.0268,0.0161,0.0008,-0.0557,0.07967282222222222,0
2004-01-31,0.060205155555555556,0.0215,0.0255,0.0248,0.0007,0.0258,0.05950515555555556,0
2004-02-29,0.0580721438848921,0.014,-0.0158,0.0091,0.0006,-0.0114,0.05747214388489209,0
2004-03-31,0.022830129496402868,-0.0132,0.0172,0.0028,0.0009,0.0017,0.021930129496402866,0
2004-04-30,0.00937415328467153,-0.0183,-0.0168,-0.0309,0.0008,-0.0538,0.00857415328467153,0
2004-05-31,-0.02496322962962963,0.0117,-0.002,-0.0024,0.0006,0.015,-0.02556322962962963,0
2004-06-30,0.007942362318840572,0.0186,0.0226,0.0119,0.0008,0.0205,0.007142362318840571,0
2004-07-31,-0.026786253623188403,-0.0406,-0.0381,0.0323,0.001,-0.0229,-0.027786253623188404,0
2004-08-31,-0.03175008571428571,0.0008,-0.0149,0.01,0.0011,-0.0159,-0.03285008571428571,0
2004-09-30,0.1114531094890511,0.016,0.0302,-0.0001,0.0011,0.0549,0.1103531094890511,0
2004-10-31,0.04181092142857143,0.0143,0.0015,-0.0022,0.0011,-0.0138,0.04071092142857143,0
