,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,SMB,HML,MOM,USREC
31/03/1987,,,,12.5,26.375,,,,,,,,,,,,67.125,,,,,33.125,,,25.25,,,,,6.5,13.5,,,,,,,,,62.75,,,6.125,,,34.375,51.75,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.875,70,,,,0.0164,0.0045,0.0161,0.016,0
30/04/1987,,,,13,27.5,,,,,,,,,,,,42.25,,,,,34.75,,,24.25,,,,,6.25,13.75,,,,,,,,,69.375,,,7.4375,,,32.875,51.5,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.125,67,,,,-0.0211,-0.0169,-0.0039,0.0026,0
31/05/1987,,,,12.5625,27.875,,,,,,,,,,,,39.875,,,,,33.5,,,17.5,,,,,7.75,13.125,,,,,,,,,61.75,,,8,,,33.375,53.25,26.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.875,72,,,,0.0011,-0.005,0.0023,-0.0068,0
30/06/1987,,,,10.5,22.875,,,,,,,,,,,,43.125,,,,,34,,,17.125,,,,,8,,,,,,,,,,67.875,,,8.0625,,,33.125,54.25,26.625,,17.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.375,73.5,,,,0.0394,-0.0212,0.0104,-0.002,0
31/07/1987,,,,9.75,25.875,,,,,,,,,,,,42.75,,,,,37.625,,,15.5,,,,,7.5,,,,,,,,,,69.25,,,9.3125,,,29.125,57.375,30,,18.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,74,,,,0.0385,-0.0066,0.0073,0.0267,0
31/08/1987,,,,9.375,25.5,,,,,,,,,,,40.375,,,,,,38.125,,,16.875,,,,,7.75,,,,,,,,,,73.375,,,9.5,,,28.625,57.3125,33.5,,18.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.625,65,,,,0.0352,-0.0077,-0.0095,-0.0087,0
30/09/1987,,,,9.25,25,,,,,,,,,,,39,,,,,,37,,,14.5,,,,,7.5,,,,,,,,,,83.75,,,9.5,,,30.5,59,40.625,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,72,,,,-0.0259,0.0056,0.003,0.0071,0
31/10/1987,,,,9,20.25,,,,,,,,,,,29.125,,,,,,31.25,,,10.875,,,,,6,,,,,,,,,,61.5,,,8.8125,,,22.5,47,39.5,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.375,49,,,,-0.2324,-0.084,0.0423,-0.0786,0
30/11/1987,,,,8.5,16.375,,,,,,,,,,,26.25,,,,,,29.75,,,9.75,,,,,6.75,,,,,,,,,,58.375,,,8.5625,,,24.625,46,40,,15.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25,56,,,,-0.0777,0.0275,0.0296,-0.0114,0
31/12/1987,,,,9.875,16.875,,,,,,,,,,,30.375,,,,,,33.375,,,10.5,,,,,6.5,,,,,,,,,,72.25,,,9.125,,,23.375,43.25,40,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,55,,,,0.0681,0.0012,-0.0439,0.0583,0
31/01/1988,,,,11.25,19.25,,,,,,,,,,,35.75,,,,,,32.375,,,12,,,,,6.75,,,,,,70,,,,,,,9.3125,,,23.375,44.25,40.125,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.125,55.75,,,,0.0421,-0.0076,0.0495,-0.0758,0
29/02/1988,,,,13.75,20,,,,,,,,,,,44.625,,,,,,32.875,,,12.5,,,,,6.75,,,,,,79.625,,,,,,,10,,,25,52,40.625,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,57,,,,0.0475,0.0334,-0.0169,-0.0154,0
31/03/1988,,,,13.25,19.75,,,,,,,,,,,44.875,,,,,,31.875,,,12.125,,,,,9,,,,,,90.5,,,,,,,9.5,,,25,48.75,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.625,60,,,,-0.0227,0.0614,0.0074,0.0063,0
30/04/1988,,,,12.125,19.625,,,,,,,,,,,45.75,,,,,,30.75,,,12,,,,,10.75,,,,,,87.25,,,,,,,10,,,23.75,46.75,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,59.5,,,,0.0056,0.0098,0.0163,0.0225,0
31/05/1988,,,,11.625,18.75,,,,,,,,,,,44.125,,,,,,30.875,,,11.125,,,,,10.75,,,,,,77.875,,,,,,,11.25,,,24.375,44.75,,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.125,59,,,,-0.0029,-0.0261,0.0242,0.0064,0
30/06/1988,,,,10.1875,19.25,,,,,,,,,,,46,,,,,,31.875,,,10,,,,,10.75,,,,,,102.5,,,,,,,11.8125,,,23.875,45.125,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.375,64,,,,0.0479,0.021,-0.0122,-0.0291,0
31/07/1988,,,,10.5,19.25,,,,,,,,,,,43.5,,,,,,30.25,,,9.4375,,,,,10.5,,,,,,95,,,,,,,12.9375,,,23.5,47,,,20.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,66,,,,-0.0125,-0.0026,0.0217,0.0063,0
31/08/1988,,,,10.375,20.125,,,,,,,,,,,41.875,,,,,,29.875,,,8.75,,,,,10.5,,,,,,92.25,,,,,,,13.5,,,20.6875,47.375,,,20.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,61,,,,-0.0331,0.0004,0.021,0.0033,0
30/09/1988,,,,11.25,20.125,,,,,,,,,,,47.25,,,,,,33.125,,,10.375,,,,,10.25,,,,,,99.25,,,,,,,12.375,,,22.125,44.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.75,64,,,,0.033,-0.013,-0.0075,0.0023,0
31/10/1988,,,,11.125,20.125,,,,,,,,,,,50.5,,,,,,32.25,,,9.25,,,,,10.5,,,,,,101.625,,,,,,,12.25,,,22.25,42.25,,,19.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,67,,,,0.0115,-0.0292,0.0169,0.0131,0
30/11/1988,,,,11.0625,19,,,,,,,,,,,51.625,,,,,,31.875,,,7.6875,,,,,10.5,,,,,,97.5,,,,,,,10.25,,,21.375,40,,,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,66,,,,-0.0229,-0.0171,0.013,0.0042,0
31/12/1988,,,,11,20,,,,,,,,,,,54.625,,,,,,31.5,,,7.25,,,,,10.5,,,,,,105.375,,,,,,,11.3125,,,25.625,39.25,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.375,64,,,,0.0149,0.0197,-0.0161,0.0042,0
31/01/1989,,,,11,18.875,,,,,,,,,,,60.75,,,,,,34,,,9.5,,,,,10.5,,,,,,57.75,,,,,,,11.625,,,25.25,50.75,,,20.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.125,66.5,,,,0.061,-0.0222,0.0062,-0.0014,0
28/02/1989,,,,11,18.5,,,,,,,,,,,58.875,,,,,,33.625,,,9.8125,,,,,14.5,,,,,,55.25,,,,,,,11.5,,,25.625,45.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,,,,-0.0225,0.0282,0.0093,0.0094,0
31/03/1989,,,,10.8125,18.375,,,,,,,,,,,60.125,,,,,,35.25,,,9.25,,,,,12.375,,,,,,49.875,,,,,,,11.625,,,25.25,44,,,19.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.625,66.75,,,,0.0157,0.0067,0.0054,0.0356,0
30/04/1989,,,,9.75,17.875,,,,,,,,,,,63,,,,,,38.625,,,8.875,,,,,12.5,,,,,,51.25,,,,,,,11.625,,,26.625,43.5,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75,75.5,,,,0.0433,-0.0068,-0.014,0.0169,0
31/05/1989,,,,11.25,18.5,,,,,,,,,,,59.875,,,,,,42.625,,,10.625,,,,,12.375,,,,,,43.125,,,,,,,,,,26.75,43.75,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,76,,,,0.0335,-0.0005,-0.0087,0.0156,0
30/06/1989,,,,10.8125,18.625,,,,,,,,,,,62.25,,,,,,41.75,,,10,,,,,12.5,,,,,,38.875,,,,,,,,,,25.75,41.75,,,20.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,79,,,,-0.0135,-0.0102,0.0223,0.0063,0
31/07/1989,,,,12.75,20.875,,,,,,,,,,,75,,,,,,45.875,,,11,,,,,11.5,,,,,,41.375,,,,,,,,,,25.125,38.25,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,80.5,,,,0.072,-0.0416,-0.0279,0.0541,0
31/08/1989,,,,,21.125,,,,,,,,,,,73.25,,,,,,42.25,,,11.25,,,,,11.75,,,,,,46,,,,,,,,,,25.25,39.75,,,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.375,83,,,,0.0144,0.0056,0.006,-0.0015,0
30/09/1989,,,,,23.25,,,,,,,,,,,75.875,,,,,,43.375,,,12.375,,,,,11.5,,,,,,36.625,,,,,,,,,,25.25,37.75,,,21.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,83,,,,-0.0076,0.0032,-0.0127,0.034,0
31/10/1989,,,,,19.5,,,,,,,,,,,73.625,,,,,,37.875,,,11.375,,,,,11.25,,,,,,35.625,,,,,,,,,,23.25,35,,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.375,81,,,,-0.0367,-0.0324,-0.0111,0.0136,0
30/11/1989,,,,,21.375,,,,,,,,,,,77.25,,,,,,36.5,,,11.1875,,,,,11,,,,,,34.125,,,,,,,,,,23.875,34.625,,,20.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.375,84,,,,0.0103,-0.0124,-0.0109,0.0258,0
31/12/1989,,,,,19.75,,,,,,,,,,,81.75,,,,,,38.5,,,9.875,,,,,10.625,,,,,,29.75,,,,,,,,,,24,33.25,,,20.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,93,,,,0.0116,-0.0237,0.0016,0.0279,0
31/01/1990,,,,,18.5,,,,,,,,,,,69.25,,,,,,37.75,,,11.875,,,,,10,,,,,,22.875,,,,,,,,,,23.5,32,,,28.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.875,83,,,,-0.0785,-0.0125,0.0085,-0.0328,0
28/02/1990,,,,,18.375,,,,,,,,,,,73.375,,,,,,35.125,,,11.375,,,,,10.25,,,,,,20.5,,,,,,,,,,26.5,31.125,,,28.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.375,86,,,,0.0111,0.0097,0.0064,-0.0053,0
31/03/1990,,,,,18.125,,,,,,,,,,,64.75,,,,,,37.75,,,11.875,,,,,10,,,,,,24.5,,,,,,,,,,27.4375,34.75,,,29.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.375,82,,,,0.0183,0.0146,-0.0292,0.0164,0
30/04/1990,,,,,23.125,,,,,,,,,,,60.875,,,,,,37,,,11.25,,,,,10,,,,,,21.875,,,,,,,,,,26.5,34.75,,,29.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.625,82.5,,,,-0.0336,-0.0045,-0.0259,0.0243,0
31/05/1990,,,,,25.625,,,,,,,,,,,73.125,,,,,,43,,,11.75,,,,,9.5,,,,,,20.5,,,,,,,,,,25.875,34.875,,,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,85,,,,0.0842,-0.0256,-0.0383,0.0305,0
30/06/1990,,,,,26.375,,,,,,,,,,,68.75,,,,,,43.125,,,12.75,,,,,10.25,,,,,,16.625,,,,,,,,,,25.25,36,,,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.25,86,,,,-0.0109,0.0136,-0.0193,0.0243,0
31/07/1990,,,,,24.5,,,,,,,,,,,70.25,,,,,,41.75,,,12.75,,,,,9.25,,,,,,13.875,,,,,,,,,,22.75,35,,,30.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.125,84,,,,-0.019,-0.0309,-0.0004,0.0594,0
31/08/1990,,,,,24.75,,,,,,,,,,,67,,,,,,39.75,,,11.3125,,,,,9.25,,,,,,10.875,,,,,,,,,,21.625,29,,,29.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,79.5,,,,-0.1015,-0.0356,0.016,0.0176,1
30/09/1990,,,,,24.125,,,,,,,,,,,61.375,,,,,,37.5,,,10.625,,,,,8.75,,,,,,10.75,,,,,,,,,,19.625,29.625,,,27.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.875,81.5,,,,-0.0612,-0.0367,0.0061,0.0556,1
31/10/1990,,,,,24.5,,,,,,,,,,,65.25,,,,,,36.875,,,9.25,,,,,9,,,,,,10.625,,,,,,,,,,17.875,28,,,27.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.125,80,,,,-0.0192,-0.0553,0,0.0673,1
30/11/1990,,,,,18.5,,,,,,,,,,,70.75,,,,,,40,,,10.0625,,,,,9.5,,,,,,12.75,,,,,,,,,,18.1875,30,,,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,81.5,,,,0.0635,0.0045,-0.0297,-0.0562,1
31/12/1990,,,,,20.5,,,,,,,,,,,70.125,,,,,,43,,,11.5,,,,,8.875,,,,,,12.25,,,,,,,,,,17.25,30.5,,,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,83,,,,0.0246,0.0082,-0.0163,0.0002,1
31/01/1991,,,,,21.875,,,,,,,,,,,71.125,,,,,,44.25,,,11.75,,,,,9.5,,,,,,15.375,,,,,,,,,,17.5625,30.5,,,24.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,83,,,,0.0469,0.0383,-0.0157,-0.0655,1
28/02/1991,,,,,21.125,,,,,,,,,,,77,,,,,,47.125,,,14.125,,,,,9,,,,,,17.375,,,,,,,,,,19.25,34.25,,,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,94,,,,0.0719,0.0399,-0.0063,-0.0475,1
31/03/1991,,,,,22.875,,,,,,,,,,,78,,,,,,52.875,,,17.125,,,,,9.25,,,,,,16.375,,,,,,,,,,22.625,36,,,14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.875,92.5,,,,0.0265,0.039,-0.013,0.0276,1
30/04/1991,,,,,22.375,,,,,,,,,,,77.75,,,,,,51.375,,,20.625,,,,,9.25,,,,,,12.875,,,,,,,,,,21.375,35.5,,,14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25,94,,,,-0.0028,0.0048,0.0145,-0.024,0
31/05/1991,,,,,23.5,,,,,,,,,,,81.75,,,,,,51.875,,,20,,,,,9.75,,,,,,14.625,,,,,,,,,,18.75,33.875,,,14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.375,96,,,,0.0365,-0.004,-0.0049,-0.0009,0
30/06/1991,,,,,22.375,,,,,,,,,,,76,,,,,,48.25,,,22.75,,,,,9.25,,,,,,13,,,,,,,,,,18,34.75,,,14.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.625,95.5,,,,-0.0494,0.0015,0.0107,0.0046,0
31/07/1991,,,,,20.5,,,,,,,,,,,79.5,,,,,,51.25,,,21.9375,,,,,10.75,,,,,,12.5,,,,,,,,,,40.875,35.25,,,14.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,94,,,,0.0424,-0.0091,-0.0132,0.0434,0
31/08/1991,,,,,19.875,,,,,,,,,,,75.375,,,,,,54.375,,,25,,,,,10.5,,,,,,15.25,,,,,,,,,,,35.25,,,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.25,98.5,,,,0.0232,0.0159,-0.0078,0.0163,0
30/09/1991,,,,,18.25,,,,,,,,,,,71.5,,,,,,53.5,,,26,,,,,10,,,,,,14.875,,,,,,,,,,,37,,,15.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.25,96.75,,,,-0.0159,0.0164,-0.0107,0.0173,0
31/10/1991,,,,,18.375,,,,,,,,,,,75,,,,,,54.25,,,26.6875,,,,,9.75,,,,,,13.625,,,,,,,,,,,37.125,,,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,102,,,,0.0129,0.0081,-0.0046,0.0322,0
30/11/1991,,,,,19.25,,,,,,,,,,,77.125,,,,,,52.75,,,17.5,,,,,9.5,,,,,,10.5,,,,,,,,,,,35.75,,,14.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,99.5,,,,-0.0419,-0.005,-0.0188,0.0126,0
31/12/1991,,,,,21,,,,,,,,,,,84.25,,,,,,61.5,,,15.75,,,,,9.75,,,,,,12.375,,,,,,,,,,,41,,,14.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,105,,,,0.1084,-0.0224,-0.0418,0.083,0
31/01/1992,,,,,20.875,,,,,,,,,,,88.5,,,,,,57,,,20.1875,,,,,9.5,,,,,,14.25,,,,,,,,,,,41.5,,,15.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75,124,,,,-0.0059,0.0846,0.047,-0.0251,0
29/02/1992,,,,,19.25,,,,,,,,,,,83.75,,,,,,56.875,,,19.75,,,,,9.5,,,,,,13.75,,,,,,,,,,,42.75,,,10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,123,,,,0.0109,0.0087,0.0647,-0.0058,0
31/03/1992,,,,,18,,,,,,,,,,,76,,,,,,55.75,,,21.5,,,,,9,,,,,,11.75,,,,,,,,,,,43.5,,,10.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.75,122.5,,,,-0.0266,-0.0104,0.0355,-0.0036,0
30/04/1992,,,,,18.375,,,,,,,,,,,81.25,,,,,,52.875,,,22.75,,,,,9.25,,,,,,13.375,,,,,,,,,,,45.25,,,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75,122.5,,,,0.0107,-0.0606,0.0432,-0.0254,0
31/05/1992,,,,,19.875,,,,,,,,,,,81.125,,,,,,53.75,,,,,,,,8.875,,,,,,14.25,,,,,,,,,,,45.25,,,5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,119,,,,0.003,0.0041,0.0119,0.0013,0
30/06/1992,,,,,19.625,,,,,,,,,,,79.75,,,,,,55.5,,,,,,,,8.75,,,,,,18.125,,,,,,,,,,,44.25,,,4.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.875,116,,,,-0.0234,-0.0307,0.0325,-0.0061,0
31/07/1992,,,,,19.5,,,,,,,,,,,83.75,,,,,,55.25,,,,,,,,8.25,,,,,,16.75,,,,,,,,,,,45.25,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,116,,,,0.0377,-0.0051,-0.0055,0.0144,0
31/08/1992,,,,,19.875,,,,,,,,,,,85.25,,,,,,53.875,,,,,,,,8.25,,,,,,13.375,,,,,,,,,,,45.125,,,4.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25,116.5,,,,-0.0238,-0.0014,-0.0108,-0.0051,0
30/09/1992,,,,,19.125,,,,,,,,,,,86.25,,,,,,55.5,,,,,,,,8,,,,,,13.125,,,,,,,,,,,46.25,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.625,114.125,,,,0.0119,0.0049,-0.0023,0.0143,0
31/10/1992,,,,,20.75,,,,,,,,,,,83.75,,,,,,56.75,,,,,,,,8,,,,,,15,,,,,,,,,,,45.125,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.875,111,,,,0.0102,0.021,-0.0198,0.0271,0
30/11/1992,,,,,20.625,,,,,,,,,,,84,,,,,,59.875,,,,,,,,8,,,,,,14.375,,,,,,,,,,,44.75,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,114.5,,,,0.0413,0.0379,-0.0142,-0.0034,0
31/12/1992,,,,,16.5,,,,,,,,,,,81.75,,,,,,58.5,,,,,,,,7,,,,,,14.25,,,,,,,,,,,40,,,4.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.375,118,,,,0.0153,0.0167,0.0265,0.0444,0
31/01/1993,,,,,16.75,,,,,,,,,,,77,,,,,,58.75,,,,,,,,8,,,,,,14.25,,,,,,,,,,,40,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.125,124,,,,0.0093,0.0185,0.0595,0.0483,0
28/02/1993,,,,,16.75,,,,,,,,,,,75,,,,,,55.125,,,,,,,,8,,,,,,13.625,,,,,,,,,,,39.75,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,126,,,,0.0012,-0.0349,0.0644,0.031,0
31/03/1993,,,,,17.625,,,,,,,,,,,78.75,,,,,,53.125,,,,,,,,6.5,,,,,,11.875,,,,,,,,,,,39.25,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25,140,,,,0.023,0.0023,0.0119,0.0374,0
30/04/1993,,,,,17.375,,,,,,,,,,,76.25,,,,,,47.875,,,,,,,,7.25,,,,,,13.375,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,152,,,,-0.0305,-0.0068,0.0248,0.0033,0
31/05/1993,,,,,17.75,,,,,,,,,,,79.5,,,,,,52.125,,,,,,,,6.75,,,,,,13.75,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.875,154,,,,0.0289,0.0208,-0.035,0.003,0
30/06/1993,,,,,18.625,,,,,,,,,,,83.25,,,,,,48.5,,,,,,,,7,,,,,,19,,,,,,,,,,,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.125,151,,,,0.0031,-0.0026,0.0272,0.0457,0
31/07/1993,,,,,18.875,,,,,,,,,,,75.125,,,,,,47,,,,,,,,6.25,,,,,,20.125,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.375,151,,,,-0.0034,0.009,0.0282,0.0325,0
31/08/1993,,,,,19.5,,,,,,,,,,,75.125,,,,,,47.75,,,,,,,,5.75,,,,,,22.125,,,,,,,,,,,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.125,145,,,,0.0371,0.0014,0.0014,0.0258,0
30/09/1993,,,,,20.875,,,,,,,,,,,75,,,,,,45.875,,,,,,,,5.625,,,,,,21.5,,,,,,,,,,,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,152.5,,,,-0.0012,0.0298,-0.0035,0.0341,0
31/10/1993,,,,,20.875,,,,,,,,,,,74.75,,,,,,47.625,,,,,,,,5.75,,,,,,,,,,,,,,,,,36.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.75,153,,,,0.0141,0.0203,-0.0278,-0.0267,0
30/11/1993,,,,,17.375,,,,,,,,,,,71.75,,,,,,49.25,,,,,,,,6.25,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.625,135,,,,-0.0189,-0.0113,-0.0066,-0.0471,0
31/12/1993,,,,,16.25,,,,,,,,,,,87.25,,,,,,49.125,,,,,,,,6.5,,,,,,,,,,,,,,,,,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.125,137.5,,,,0.0165,0.012,0.0027,0.0228,0
31/01/1994,,,,,15.875,,,,,,,,,,,86,,,,,,49,,,,,,,,5.875,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75,135,,,,0.0287,0.0051,0.0128,0.0002,0
28/02/1994,,,,,18.625,,,,,,,,,,,84.5,,,,,,49.75,,,,,,,,5.5,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.625,132,,,,-0.0255,0.028,-0.0156,-0.0029,0
31/03/1994,,,,,18.125,,,,,,,,,,,85.25,,,,,,53,,,,,,,,5.25,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,143,,,,-0.0478,-0.0114,0.0155,-0.0133,0
30/04/1994,,,,,18.625,,,,,,,,,,,87.875,,,,,,54.125,,,,,,,,5,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,133,,,,0.0068,-0.0092,0.0166,0.0041,0
31/05/1994,,,,,19.75,,,,,,,,,,,28.875,,,,,,54.375,,,,,,,,6,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.625,127.5,,,,0.0058,-0.0212,0.007,-0.0215,0
