,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,SMB,HML,MOM,USREC
31/07/1962,,,,,,37,,,,,,,,,,,22.625,37.75,,,,,,,,14.875,,,,,,8.5,,,,,39.75,,4.625,24.875,23.5,32.5,,,1.25,16,,,,,,17.75,45.375,,,,,,,,,,,4.125,,,,2.625,,,,,,,,,13.25,,18.25,,19.25,,,,,,,,,,,,,,,,,0.0628,0.0163,-0.0357,0.0055,0
31/08/1962,,,,,,37.25,,,,,,,,,,,23.9375,39,,,,,,,,16,,,,,,9,,,,,40,,4.46875,24.625,26.25,32.25,,,1.375,16.375,,,,,,18.375,50.125,,,,,,,,,,,4.0625,,,,2.875,,,,,,,,,13.3125,,17.5,,18.75,,,,,,,,,,,,,,,,,0.0213,0.0125,-0.0121,-0.0058,0
30/09/1962,,,,,,37.25,,,,,,,,,,,23.5,35.125,,,,,,,,15.5625,,,,,,8.5,,,,,38,,4.5,22.75,22.25,30,,,1.125,16.8125,,,,,,16.375,47.25,,,,,,,,,,,4.0625,,,,2.75,,,,,,,,,12.6875,,17.25,,17.875,,,,,,,,,,,,,,,,,-0.0522,-0.0248,0.0134,0.0395,0
31/10/1962,,,,,,33.375,,,,,,,,,,,22.75,33.25,,,,,,,,14.875,,,,,,9,,,,,39.125,,4.78125,22,22,28.75,,,0.625,17,,,,,,15.625,46,,,,,,,,,,,4.1875,,,,2.375,,,,,,,,,11.6875,,17.25,,16.75,,,,,,,,,,,,,,,,,-0.0005,-0.0401,0.0135,0.0075,0
30/11/1962,,,,2.5,,39.625,,,,,,,,,,,23.5,39.625,,,,,,,,15.25,,,,,,9.625,,,,,43.75,,4.9375,24.375,22.25,31.125,,,,18,,,,,,18.125,50.375,,,,,,,,,,,4.0625,,,,,,,,,,,,,11.9375,,17.5,,20.375,,,,,,,,,,,,,,,,,0.1087,0.0259,0.0099,-0.0717,0
31/12/1962,,,,2.5,,38,,,,,,,,,,,22.25,38.125,,,,,,,,15.375,,,,,,10,,,,,44.25,,4.625,24.25,22.5,30.25,,,,16.375,,,,,,16.75,54.75,,,,,,,,,,,4.125,,,,,,,,,,,,,12.125,,16.875,,18.625,,,,,,,,,,,,,,,,,0.0101,-0.038,0.0035,0.0588,0
31/01/1963,,,,3,,42.875,,,,,,,,,,,25.25,41,,,,,,,,16.375,,,,,,9.875,,,,,46,,4.4375,25.625,25,33.5,,,,19.75,,,,,,19.375,54.875,,,,,,,,,,,4.0625,,,,,,,,,,,,,12.625,,16.875,,21,,,,,,,,,,,,,,,,,0.0493,0.0312,0.0217,-0.021,0
28/02/1963,,,,2.875,,42,,,,,,,,,,,26,37,,,,,,,,16.25,,,,,,9.625,,,,,45.25,,4.65625,24,24.5,34.625,,,,19,,,,,,18.75,51.25,,,,,,,,,,,4.0625,,,,,,,,,,,,,13.75,,17.25,,19.25,,,,,,,,,,,,,,,,,-0.0238,0.0046,0.022,0.0252,0
31/03/1963,,,,2.875,,40.75,,,,,,,,,,,25.375,36.375,,,,,,,,15.875,,,,,,9.625,,,,,46.1875,,4.53125,25.5,23.625,35.75,,,,17.375,,,,,,18.5,55.5,,,,,,,,,,,4.0625,,,,,,,,,,,,,11.875,,17.625,,19.625,,,,,,,16.5,,,,,,,,,,0.0308,-0.0248,0.019,0.0156,0
30/04/1963,,,,3,,38.75,,,,,,,,,,,28,38.25,,,,,,,,16.4375,,,,,,10.25,,,,,47.625,,4.375,25.5,24.5,36.5,,,,16.625,,,,,,21.125,54,,,,,,,,,,,4.0625,,,,,,,,,,,,,12.5,,17.3125,,20,,,,,,,11.875,,,,,,,,,,0.0451,-0.0135,0.01,-0.0008,0
31/05/1963,,,,3.5,,38.75,,,,,,,,,,,28.5,36.125,,,,,,,,17.4375,,,,,,10.375,,,,,49.25,,4.4375,24.75,23.25,35.125,,,,17.75,,,,,,20.625,55.5,,,,,,,,,,,3.9375,,,,,,,,,,,,,11.75,,17.625,,22.125,,,,,,,11.5,,,,,,,,,,0.0176,0.0107,0.0261,0.0037,0
30/06/1963,,,,3.375,,37.875,,,,,,,,,,,26.625,36.875,,,,,,,,16.875,,,,,,9.625,,,,,49,,4.3125,25.125,22,37.125,,,,17.25,,,,,,19.75,52.75,,,,,,,,,,,3.375,,,,,,,,,,,,,14,,17.125,,21.5,,,,,,,12,,,,,,,,,,-0.02,-0.0029,0.0077,0.0117,0
31/07/1963,,,,3.75,,37.375,,,,,,,,,,,27.5,41.5,,,,,,,,17,,,,,,9.25,,,,,46.625,,4.8125,25.25,20.625,34.25,,,,16.3125,,,,,,19.25,51,,,,,,,,,,,3.25,,,,,,,,,,,,,14.125,,16.9375,,20.875,,,,,,,7.5,,,,,,,,,,-0.0039,-0.0053,-0.0089,0.01,0
31/08/1963,,,,4.5,,42,,,,,,,,,,,27.1875,42.25,,,,,,,,16.5,,,,,,9.375,,,,,46.75,,5.375,25.5,18.375,33.5,,,,21.125,,,,,,20,51.5,,,,,,,,,,,,,,,,,,,,,,,,19.125,,16.9375,,21.5,,,,,,,8,,,,,,,,,,0.0507,-0.0089,0.0168,0.0103,0
30/09/1963,,,,3.75,,40.5,,,,,,,,,,,27.75,40.75,,,,,,,,16.5,,,,,,9.25,,,,,50.5,,5.3125,26,18,34,,,,21.75,,,,,,20.25,52.625,,,,,,,,,,,,,,,,,,,,,,,,,,16.625,,21.25,,,,,,,,,,,,,,,,,-0.0157,-0.0035,0.0008,0.0016,0
31/10/1963,,,,3.75,,36.5,,,,,,,,,,,28.3125,29.625,,,,,,,,17,,,,,,9.25,,,,,51.25,,5.25,25.125,16.25,31.75,,,,19.75,,,,,,19.625,53,,,,,,,,,,,,,,,,,,,,,,,,,,16,,22,,,,,,,,,,,,,,,,,0.0253,-0.0056,-0.0014,0.0314,0
30/11/1963,,,,4.125,,35.5,,,,,,,,,,,27.875,27.875,,,,,,,,16.625,,,,,,9,,,,,47.5,,5.375,24.5,15.875,31.75,,,,18.875,,,,,,19.625,54.25,,,,,,,,,,,,,,,,,,,,,,,,,,16.375,,20.75,,,,,,,,,,,,,,,,,-0.0085,-0.0117,0.0181,-0.0075,0
31/12/1963,,,,3.625,,34,,,,,,,,,,,30.875,26.625,,,,,,,,18.375,,,,,,9.125,,,,,49.5,,4.125,23.875,15.75,32.625,,,,17.625,,,,,,18,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,16.1875,,19.875,,,,,,,,,,,,,,,,,0.0183,-0.0211,-0.0008,0.017,0
31/01/1964,,,,3.75,,32.5,,,,,,,,,,,30.75,26.75,,,,,,,,18.625,,,,,,9,,,,,49.25,,3.59375,24.625,17.375,32.375,,,,17,,,,,,18.5,58.375,,,,,,,,,,,,,,,,,,,,,,,,,,16.0625,,19.125,,,,,,,,,,,,,,,,,0.0224,-0.0014,0.0147,0.0106,0
29/02/1964,,,,3.75,,33.5,,,,,,,,,,,30.375,25,,,,,,,,18.25,,,,,,9.25,,,,,46.625,,3.5,24.25,15.125,33.625,,,,16.5,,,,,,19,57.25,,,,,,,,,,,,,,,,,,,,,,,,,,17,,19.5,,,,,,,,,,,,,,,,,0.0154,0.0013,0.0274,0.0024,0
31/03/1964,,,,4.125,,33.5,,,,,,,,,,,18.1875,25.625,,,,,,,,,,,,,,9.25,,,,,49.75,,3.6875,27.75,16.75,34.375,,,,16.375,,,,,,19.25,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,17.3125,,20.125,,,,,,,,,,,,,,,,,0.0141,0.0099,0.0336,0.0071,0
30/04/1964,,,,4.125,,32.375,,,,,,,,,,,17.625,24,,,,,,,,,,,,,,9,,,,,53.125,,3.625,27.375,15.75,37.125,,,,15.875,,,,,,19.75,31,,,,,,,,,,,,,,,,,,,,,,,,,,17.875,,19.25,,,,,,,,,,,,,,,,,0.001,-0.0144,-0.0058,-0.006,0
31/05/1964,,,,4.625,,31.875,,,,,,,,,,,17.75,24.875,,,,,,,,,,,,,,10,,,,,52.875,,3.625,26.125,15,35.75,,,,16.875,,,,,,19.25,31.875,,,,,,,,,,,,,,,,,,,,,,,,,,20.375,,19.125,,,,,,,,,,,,,,,,,0.0142,-0.0086,0.0182,0.0254,0
30/06/1964,,,,4.75,,31.125,,,,,,,,,,,18.5625,22.375,,,,,,,,,,,,,,9.875,,,,,55.25,,4.375,26.25,16.25,38.5,,,,17.75,,,,,,19.375,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,19.375,,,,,,,,,,,,,,,,,0.0127,-0.001,0.0063,0.0045,0
31/07/1964,,,,4.875,,32.5,,,,,,,,,,,19.6875,24,,,,,,,,,,,,,,10.75,,,,,58.75,,4.375,28.75,17.375,39.125,,,,16.5,,,,,,23.125,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.875,,,,,,,,,,,,,,,,,0.0174,0.0022,0.0075,-0.0038,0
31/08/1964,,,,4.625,,30.75,,,,,,,,,,,20.625,23.5,,,,,,,,,,,,,,10,,,,,57,,4.375,27.875,15.875,38.25,,,,16.125,,,,,,24,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25,,,,,,,,,,,,,,,,,-0.0144,0.0017,0.0008,-0.0019,0
30/09/1964,,,,4.125,,30.625,,,,,,,,,,,20.875,24.625,,,,,,,,,,,,,,10,,,,,60.75,,3.84375,27.5,19,41.625,,,,16.3125,,,,,,22.625,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25,,,,,,,,,,,,,,,,,0.0269,-0.0053,0.017,-0.0039,0
31/10/1964,,,,4.375,,30.375,,,,,,,,,,,21.625,25.75,,,,,,,,,,,,,,9.625,,,,,60.875,,3.84375,28.625,18.875,42.375,,,,16.625,,,,,,24.375,33.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.125,,,,,,,,,,,,,,,,,0.0059,0.0044,0.0117,0.0008,0
30/11/1964,,,,4.125,,30,,,,,,,,,,,23.625,23.5,,,,,,,,,,,,,,9.875,,,,,64.5,,3.84375,27.125,17.25,42.625,,,,16,,,,,,23.875,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,,,,,,,,,,,,,,,,,0,0.0069,-0.0196,0.0108,0
31/12/1964,,,,4,,29.5,,,,,,,,,,,23.25,22.5,,,,,,,,,,,,,,9.75,,,,,30.75,,3.125,26.5,17.25,42.5,,,,16,,,,,,22.625,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.875,,,,,,,,,,,,,,,,,0.0003,-0.0036,-0.0248,-0.0069,0
31/01/1965,,,,4,,33.375,,,,,,,,,,,23.75,25.75,,,,,,,,,,,,,,10.5625,,,,,33,,3.3125,29.375,18.75,23.375,,,,16.375,,,,,,25.875,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.875,,,,,,,,,,,,,,,,,0.0354,0.027,0.0012,-0.0128,0
28/02/1965,,,,4.75,,34.375,,,,,,,,,,,23.9375,27.5,,,,,,,,,,,,,,10.375,,,,,34.375,,3.1875,29.625,20,26.625,,,,17.875,,,,,,26.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.375,,,,,,,,,,,,,,,,,0.0044,0.0353,0.0011,0.003,0
31/03/1965,,,,6.5,,32.75,,,,,,,,,,,24.1875,26.375,,,,,,,,,,,,,,9,,,,,35.75,,3.75,29.5,19.125,28,,,,16.625,,,,,,26,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,-0.0134,0.0188,0.0103,0.001,0
30/04/1965,,,,5,,33.125,,,,,,,,,,,29.25,27.375,,,,,,,,,,,,,,8.875,,,,,36.625,,3.75,33.125,18,26.875,,,,16.875,,,,,,25.875,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,0.0311,0.0115,0.0066,0.0254,0
31/05/1965,,,,5.625,,32.5,,,,,,,,,,,30.625,26.375,,,,,,,,,,,,,,9,,,,,37,,3.5,32,18.625,26.125,,,,17,,,,,,26.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,,,,,,,,,,,,,,,,,-0.0077,0.0013,-0.0161,0.0054,0
30/06/1965,,,,5.5,,31.125,,,,,,,,,,,27.125,24,,,,,,,,,,,,,,8.625,,,,,34.375,,3.4375,30.875,16.875,24,,,,15.5,,,,,,24.625,34.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.875,,,,,,,,,,,,,,,,,-0.0551,-0.0435,0.0059,-0.0312,0
31/07/1965,,,,5.75,,31.25,,,,,,,,,,,29.75,24,,,,,,,,,,,,,,8.375,,,,,32.625,,3.4375,30.625,15.875,22,,,,15.4375,,,,,,26.125,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.375,,,,,,,,,,,,,,,,,0.0143,0.0087,0.0214,0.041,0
31/08/1965,,,,5.125,,31,,,,,,,,,,,30.375,26.25,,,,,,,,,,,,,,8.3125,,,,,35.5,,3.5,31.125,14.875,21.75,,,,16,,,,,,26.125,35.25,,,,,,,,,,,,,,,,,,,23,,,,,,,,,33.75,,,,,,,,,,,,,,,,,0.0273,0.0283,-0.0102,0.0258,0
30/09/1965,,,,5.125,,33,,,,,,,,,,,35.75,26.5,,,,,,,,,,,,,,7.75,,,,,35,,3.53125,30.625,14.25,21.5,,,,17.25,,,,,,27.625,33.75,,,,,,,,,,,,,,,,,,,27,,,,,,,,,31.5,,,,,,,,,,,,,,,,,0.0286,0.0064,-0.0012,0.0337,0
31/10/1965,,,,4.75,,32,,,,,,,,,,,34.75,28.875,,,,,,,,,,,,,,7.875,,,,,35,,3.625,32,13.375,18.25,,,,19.875,,,,,,36.125,33.375,,,,,,,,,,,,,,,,,,,24.375,,,,,,,,,31.375,,,,,,,,,,,,,,,,,0.026,0.0253,0.0157,0.0345,0
30/11/1965,,,,4.625,,32.25,,,,,,,,,,,34.75,28.5,,,,,,,,,,,,,,8.125,,,,,35.75,,3.375,31,12.125,17.75,,,,18.125,,,,,,35.25,32.75,,11.625,,,,,,,,,,,,,,,,,25,,,,,,,,,38.25,,,,,,,,,,,,,,,,,-0.0003,0.0465,0.001,0.0442,0
31/12/1965,,,,4.75,,32,,,,,,,,,,,34.625,27.625,,,,,,,,,,,,,,7.875,,,,,36,,3,34.5,12.75,19.25,,,,17.25,,,,,,35.75,33.5,,11,,,,,,,,,,,,,,,,,27.25,,,,,,,,,35.5,,,,,,,,,,,,,,,,,0.0101,0.0206,0.0202,0.0009,0
31/01/1966,,,,12.25,,32.25,,,,,,,,,,,34,28,,,,,,,,,,,,,,8.125,,,,,36.75,,3.5,35.5,,19,,,,16.875,,,,,,37.5,32.375,,11.625,,,,,,,,,,,,,,,,,26.625,,,,,,,,,39.125,,,,,,,,,,,,,,,,,0.0072,0.0384,0.0353,0.0541,0
28/02/1966,,,,15.25,,31.5,,,,,,,,,,,34,27,,,,,,,,,,,,,,8,,,,,34.75,,3.5,33.125,,18.875,,,,16.75,,,,,,34,31.5,,10.625,,,,,,,,,,,,,,,,,26.25,,,,,,,,,39.375,,,,,,,,,,,,,,,,,-0.0121,0.0438,0.0029,0.0458,0
31/03/1966,,,,17.875,,30.75,,,,,,,,,,,32.75,26.875,,,,,,,,,,,,,,7.375,,,,,33.75,,3.75,32,,17.375,,,,16.75,,,,,,33.25,30.375,,9.8125,,,,,,,,,,,,,,,,,27,,,,,,,,,36.25,,,,,,,,,,,,,,,,,-0.0251,0.0098,-0.02,0.0134,0
30/04/1966,,,,15.875,,30.5,,,,,,,,,,,31.25,27,,,,,,,,,,,,,,7.125,,,,,32.75,,3.75,35.75,,17.625,,,,16.25,,,,,,35,30.3125,,10.5,,,,,,,,,,,,,,,,,32.75,,,,,,,,,39,,,,,,,,,,,,,,,,,0.0214,0.0341,-0.0047,0.0618,0
31/05/1966,,,,13.25,,29.625,,,,,,,,,,,31,25.625,,,,,,,,,,,,,,6.75,,,,,31.25,,3.5,32.25,,15.875,,,,16,,,,,,33.375,29.625,,9.875,,,,,,,,,,,,,,,,,27.75,,,,,,,,,33,,,,,,,,,,,,,,,,,-0.0566,-0.046,-0.0161,-0.0469,0
30/06/1966,,,,13.25,,29,,,,,,,,,,,28.5625,27.25,,,,,,,,,,,,,,6.625,,,,,31.125,,,34.75,,16,,,,15.25,,,,,,34,30.5,,9.5625,,,,,,,,,,,,,,,,,25,,,,,,,,,34.375,,,,,,,,,,,,,,,,,-0.0144,0.0104,0.0049,0.0328,0
31/07/1966,,,,14.125,,29,,,,,,,,,,,28,27.125,,,,,,,,,,,,,,6.75,,,,,28.625,,3.4375,33.5,,16,,,,15.125,,,,,,33.75,27.375,,9.375,,,,,,,,,,,,,,,,,25.25,,,,,,,,,32.625,,,,,,,,,,,,,,,,,-0.0163,-0.0043,0.0099,-0.0139,0
31/08/1966,,,,11.875,,28,,,,,,,,,,,26.75,24.875,,,,,,,,,,,,,,6.125,,,,,27.25,,2.9375,32.375,,14.5,,,,12.875,,,,,,31.75,26,,8,,,,,,,,,,,,,,,,,20.5,,,,,,,,,27.875,,,,,,,,,,,,,,,,,-0.0791,-0.0329,0.0044,-0.0211,0
30/09/1966,,,,12.75,,27.25,,,,,,,,,,,21.75,25.375,,,,,,,,,,,,,,6.1875,,,,,26.25,,2.875,32.625,,13.875,,,,14,,,,,,31.25,23.875,,8.375,,,,,,,,,,,,,,,,,19,,,,,,,,,27.125,,,,,,,,,,,,,,,,,-0.0106,-0.0104,0.0051,-0.0173,0
31/10/1966,,,,13.25,,28.5,,,,,,,,,,,21.75,28.375,,,,,,,,,,,,,,5.875,,,,,29.25,,2.59375,34.5,,13.75,,,,11.875,,,,,,32.625,25.625,,7.875,,,,,,,,,,,,,,,,,18.375,,,,,,,,,29,,,,,,,,,,,,,,,,,0.0386,-0.0652,0.0268,-0.0513,0
30/11/1966,,,,14.875,,30.375,,,,,,,,,,,22,39.125,,,,,,,,,,,,,,5.875,,,,,31,,2.4375,37.5,,13.125,,,,12.9375,,,,,,34.25,26.75,,7.375,,,,,,,,,,,,,,,,,19.25,,,,,,,,,31.5,,,,,,,,,,,,,,,,,0.014,0.0435,-0.0477,0.0573,0
31/12/1966,,,,15.5,,29,,,,,,,,,,,21.75,42.25,,,,,,,,,,,,,,6.5,,,,,30.75,,2.375,39.75,,12.625,,,,11.875,,,,,,37.125,26.5,,7.125,,,,,,,,,,,,,,,,,17.375,,,,,,,,,31.875,,,,,,,,,,,,,,,,,0.0013,0.0209,-0.0132,0.0107,0
31/01/1967,,,,12.75,,31,,,,,,,,,,,22,,,,,,,,,,,,,,,6.9375,,,,,33.875,,2.5625,42.75,,14.625,,,,14.3125,,,,,,40.5,29.375,,7.4375,,,,,,,,,,,,,,,,,22.25,,,,,,,,,37,,,,,,,,,,,,,,,,,0.0815,0.083,0.0225,-0.0675,0
28/02/1967,,,,13,,31.125,,,,,,,,,,,24.3125,,,,,,,,,,,,,,,6.75,,,,,34.1875,,2.5625,41.5,,13.875,,,,14.25,,,,,,43.75,30,,7.875,,,,,,,,,,,,,,,,,23.25,,,,,,,,,45,,,,,,,,,,,,,,,,,0.0078,0.0333,-0.0218,0.0356,0
31/03/1967,,,,14.125,,36.25,,,,,,,,,,,29.75,,,,,,,,,,,,,,,6.75,,,,,36.25,,2.625,42.75,,14.375,,,,16.625,,,,,,46.75,30.375,,8.25,,,,,,,,,,,,,,,,,26.875,,,,,,,,,59.5,,,,,,,,,,,,,,,,,0.0399,0.0142,0.0054,0.0142,0
30/04/1967,,,,15.75,,35,,,,,,,,,,,29.5,,,,,,,,,,,,,,,6.875,,,,,36.375,,2.8125,45.125,,13.875,,,,15.375,,,,,,51.625,33.125,,7.75,,,,,,,,,,,,,,,,,27.375,,,,,,,,,65.25,,,,,,,,,,,,,,,,,0.0389,0.0062,-0.0245,0.0064,0
31/05/1967,,,,17.875,,35.5,,,,,,,,,,,27.4375,,,,,,,,,,,,,,,7.25,,,,,35.5,,2.8125,43.75,,13.5,,,,14.375,,,,,,50.75,30.25,,7.375,,,,,,,,,,,,,,,,,25.5,,,,,,,,,54.625,,,,,,,,,,,,,,,,,-0.0433,0.018,0.0118,0.0067,0
30/06/1967,,,,23,,34.75,,,,,,,,,,,26.5,,,,,,,,,,,,,,,6.875,,,,,35.25,,2.75,46.25,,13.375,,,,16,,,,,,54.25,31.375,,8,,,,,,,,,,,,,,,,,22.875,,,,,,,,,59.5,,,,,,,,,,,,,,,,,0.0241,0.0591,0.0085,0.0603,0
31/07/1967,,,,25.375,,38,,,,,,,,,,,27.25,,,,,,,,,,,,,,,6.875,,,,,35.75,,2.78125,46.5,,14.875,,,,16.5,,,,,,58.5,32.5,,8.5,,,,,,,,,,,,,,,,,21.875,,,,,,,,,60.125,,,,,,,,,,,,,,,,,0.0458,0.031,0.0272,-0.0107,0
31/08/1967,,,,27.5,,38.75,,,,,,,,,,,24.6875,,,,,,,,,,,,,,,7.75,,,,,35.375,,2.8125,45.375,,14.25,,,,16.625,,,,,,59,33.5,,7.8125,,,,,,,,,,,,,,,,,20.125,,,,,,,,,57,,,,,,,,,,,,,,,,,-0.0089,0.0039,0.0152,-0.0141,0
30/09/1967,,,,23.25,,37,,,,,,,,,,,23.5,,,,,,,,,,,,,,,8.125,,,,,36.25,,2.75,43.375,,14,,,,16.875,,,,,,61.125,33.125,,9,,,,,,,,,,,,,,,,,21,,,,,,,,,54.25,34.25,,,,,,,,,,,,,,,,0.0311,0.0302,-0.0242,0.0255,0
31/10/1967,,,,17.125,,35.625,,,,,,,,,,,24,,,,,,,,,,,,,,,7.875,,,,,34.625,,2.75,40.5,,12.5,,,,16.625,,,,,,66.25,30.25,,9.5,,,,,,,,,,,,,,,,,23,,,,,,,,,52.375,35.125,,,,,,,,,,,,,,,,-0.0309,0.0138,-0.0322,0.0367,0
30/11/1967,,,,18.75,,34.5,,,,,,,,,,,27,,,,,,,,,,,,,,,7.25,,,,,36.875,,3.125,40,,12.625,,,,,,,,,,31.25,31,,9.875,,,,,,,,,,,,,,,,,21,,,,,,,,,47,32.375,,,,,,,,,,,,,,,,0.0037,0.0016,-0.0169,0.0129,0
31/12/1967,,,,18.125,,35,,,,,,,,,,,26.25,,,,,,,,,,,,,,,7,,,,,36,,2.875,39.25,,12.5,,,,14.375,,,,,,32.5,30.375,,10.125,,,,,,,,,,,,,,,,,19.5,,,,,,,,,48.75,37,,,,,,,,,,,,,,,,0.0305,0.0578,-0.0063,0.0323,0
31/01/1968,,,,15.875,,34.375,,,,,,,,,,,24.375,,,,,,,,,,,,,,,7.75,,,,,37.625,,3,40.5,,13,,,,15.125,,,,,,30.125,29.625,,11.125,,,,,,,,,,,,,,,,,17.375,,,,,,,,,51.875,36.5,,,,,,,,,,,,,,,,-0.0406,0.0389,0.0484,-0.0464,0
29/02/1968,,,,14.5,,35,,,,,,,,,,,25,,,,,,,,,,,,,,,8,,,,,37.25,,2.75,38.125,,11.25,,,,14.25,,,,,,29.75,28.125,,11.125,,,,,,,,,,,,,,,,,16.25,,,,,,,,,57.25,38.5,,,,,,,,,,,,,,,,-0.0375,-0.0296,0.0133,-0.0341,0
31/03/1968,,,,13,,34.25,,,,,,,,,,,23.375,,,,,,,,,,,,,,,7.875,,,,,36.875,,2.5,37.625,,11,,,,14.5,,,,,,30,28.625,,10.375,,,,,,,,,,,,,,,,,16,,,,,,,,,66.25,41,,,,,,,,,,,,,,,,0.002,-0.0135,-0.0059,0.0318,0
30/04/1968,,,,13.5,,38.75,,,,,,,,,,,23.75,,,,,,,,,,,,,,,7.875,,,,,41,,2.875,37.5,,11.125,,,,15.0625,,,,,,31.5,31.75,,11.25,,,,,,,,,,,,,,,,,17.75,,,,,,,,,48.75,47.25,,,,,,,,,,,,,,,,0.0905,0.0566,-0.0117,0.0515,0
31/05/1968,,,,12.875,,40.5,,,,,,,,,,,25.25,,,,,,,,,,,,,,,9.125,,,,,41.375,,2.6875,36.75,,15.5,,,,18.5,,,,,,36.625,30.25,,12.25,,,,,,,,,,,,,,,,,20.125,,,,,,,,,48.25,51.875,,,,,,,,,,,,,,,,0.0228,0.0649,0.0066,0.0373,0
30/06/1968,,,,14,,41,,,,,,,,,,,26,,,,,,,,,,,,,,,9.875,,,,,43.75,,2.875,40.75,,13.625,,,,20,,,,,,32.75,31.75,,14.5,,,,,,,,,,,,,,,,,18.5,,,,,,,,,46,49.5,,,,,,,,,,,,,,,,0.0069,-0.0025,0.0083,-0.0192,0
31/07/1968,,,,12.625,,37.625,,,,,,,,,,,21.0625,,,,,,,,,,,,,,,10.25,,,,,42.25,,3,40.5,,13.625,,,,18.5,,,,,,31.625,31.25,,13.5,,,,,,,,,,,,,,,,,17,,,,,,,,,49.25,52.25,,,,,,,,,,,,,,,,-0.0272,-0.0137,0.0539,-0.0084,0
31/08/1968,,,,13.125,,36.875,,,,,,,,,,,21,,,,,,,,,,,,,,,10,,,,,43.8125,,3.625,38.875,,12.875,,,,17.125,,,,,,36.5,35.375,,13.5,,,,,,,,,,,,,,,,,20.125,,,,,,,,,56.75,57,,,,,,,,,,,,,,,,0.0134,0.0232,0.01,0.0188,0
30/09/1968,,,,15.375,,37.25,,,,,,,,,,,22.375,,,,,,,,,,,,,,,10.875,,,,,43.5,,3.875,40.625,,16.375,,,,19,,,,,,36,37,,14,,,,,,,,,,,,,,,,,21.375,,,,,,,,,54.625,63,,,,,,,,,,,,,,,,0.0403,0.0281,0.003,-0.0067,0
31/10/1968,,,,16,,38.625,,,,,,,,,,,22.625,,,,,,,,,,,,,,,10.125,,,,,44.125,,3.375,38.375,,15.875,,,,17.875,,,,,,37.25,35.75,,15.5,,,,,,,,,,,,,,,,,23.125,,,,,,,,,46,58,,,,,,,,,,,,,,,,0.0042,-0.0048,0.0286,-0.0152,0
30/11/1968,,,,16.875,,45,,,,,,,,,,,22,,,,,,,,,,,,,,,10.375,,,,,47.75,,3.6875,42.625,,15.75,,,,17.5,,,,,,40,39.75,,13.875,,,,,,,,,,,,,,,,,24.875,,,,,,,,,46.375,55.5,,,,,,,,,,,,,,,,0.0543,0.0237,-0.0093,0.0173,0
31/12/1968,,,,16,,43.5,,,,,,,,,,,21.75,,,,,,,,,,,,,,,11.375,,,,,46.5,,4.0625,45.125,,16.125,,,,18.25,,,,,,38.5,39.25,,16.5,,,,,,,,,,,,,,,,,22.875,,,,,,,,,44.5,51.75,,,,,,,,,,,,,,,,-0.0394,0.034,-0.0001,0.0011,0
31/01/1969,,,,15.375,,41,,,,,,,,,,,21.25,,,,,,,,,,,,,,,11.25,,,,,46,,4.375,43.375,,15.5,,,,19.375,,,,,,37,39.5,,15.25,,,,,,,,,,,,,,,,,25.875,,,,,,,,35.625,42,56,,,,,,,,,,,,,,,,-0.0125,-0.0076,0.0168,-0.0015,0
28/02/1969,,,,14,,40.5,,,,,,,,,,,20.5,,,,,,,,,,,,,,,10.375,,,,,46.625,,3.8125,40.375,,14.125,,,,16.625,,,,,,35.375,38.5,,13.375,,,,,,,,,,,,,,,,,22.5,,,,,,,,32,40.375,52.5,,,,,,,,,,,,,,,,-0.0584,-0.0394,0.009,-0.0246,0
