date,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,ALEC,AMB,AP,AT,BACA,BAS,BBR,BBRL,BEAM,BF,BFD,BJD,BREW,BRH,BTLR,BUD,CAR,CCU,CCUUY,CD,CDG,CDL,CE,CEDC,CEQ,CFB,CFN,CGAS,CHLN,CITA,CKB,CLBGA,CLCH,CLDR,CN,CNB,CNBT,CREG,CU,CUCD,CUE,CUEI,DCD,DCS,DEAL,DEO,DIL,DR,DRE,DWP,FAL,FALB,FO,FTRI,GAMA,GBL,GDS,GENBB,GGE,GHB,GRM,GWT,HAN,HBL,HIR,HIRE,HOOK,HTC,HTCC,HTNA,JACQ,KNBWY,LDCO,LONE,LQU,MDI,MGPI,MLB,MWGP,NBW,NDC,NDTA,NRD,OLYB,PABT,PFB,PFFB,PTBC,RAIN,RCI,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SEB,SFR,SFS,SH,SLZ,SMS,SNMA,STCO,STL,STN,STU,STZ,SWAY,SXC,TAP,TFI,THTR,TYLR,URS,VCGH,VCO,VO,WINEA,WINEB
1969-08-29,,,,,,,,,,,0.5,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09286,,,,,,,,0.27807,,,0.056,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1969-09-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1875,0.23192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1969-10-31,,,,,,,,,,,,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,0.2,,,,,,,,,,,,,,,,,,
1969-11-28,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09296,,,,,,,,0.27876,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1969-12-31,,,,,,0.25,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.1,,,,,,,,,,,,,0.2,0.27891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1970-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1970-02-27,,,,,,,,,,,0.525,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0932,,,,,,,,0.27942,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,,,,,,,,,
1970-03-31,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.27957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1970-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1970-05-29,,,,,,,,,,,0.525,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0932,,,,,,,,0.27966,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,,,,,,,,,
1970-06-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.29094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1970-07-31,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,0.2,,,,,,,,,,,,,,,,,,
1970-08-31,,,,,,,,,,,0.525,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09815,,,,,,,,0.29511,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1970-09-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1970-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1970-11-30,,,,,,,,,,,0.525,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09813,,,,,,,0.25,0.29391,,,,0.225,,,,,0.25,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.0,,,,0.1,,,,,,,,,
1970-12-31,,,,,,0.25,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.2125,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1971-01-29,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1971-02-26,,,,,,,,,,,0.55,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09957,,,,,,,,0.29871,,,,0.225,,,,,0.25,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.1,,,,,,,,,
1971-03-31,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,0.2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.35,,,,,,0.165,,,,,,,,,,,,,
1971-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
1971-05-28,,,,,,,,,,,0.55,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0991,,,,,,,,0.29724,,,,0.225,,,,,0.25,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1971-06-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,0.29526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,20.475,0.4,,,,,,0.165,,,,,,,,,,,,,
1971-07-30,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-08-31,,,,,,,,,,,0.55,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09895,,,,,,,,0.29799,,,,0.225,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1971-09-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,0.24665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.4,,,,,,0.165,,,,,,,,,,,,,
1971-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-11-30,,,,,,,,,,,0.55,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.09974,,,,,,,,0.34906,,,,0.225,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1971-12-31,,,,,,0.25,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.0,,,,,,,,,,,,,,,,,,,,0.2125,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.4,,,,,,0.165,,,,,,,,,,,,,
1972-01-31,,,,,,,,,,,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09972,,,,,,,,0.1743,,,,0.225,,,,,0.25,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1972-03-30,,,,,,0.25,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.30033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.4,,,,,,0.165,,,,,,,,,,,,,
1972-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-05-31,,,,,,,,,,,0.572,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.10192,,,,,,,,0.17708,,,,0.225,,,,,0.25,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.0,,,,,,,,,,0.1,,,,,,,,,
1972-06-30,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.30684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.14,,,,,,0.165,,,,,,,,,,,,,
1972-07-31,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-08-31,,,,,,0.25,,,,,0.572,,,,,16.79,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.1018,,,,,,,,0.17806,,,,0.225,,,,,0.25,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1972-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55469,,,,,,,,,,,,,,,,0.22,0.25455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.14,,,,,,0.165,,,,,,,,,,,,,
1972-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-11-30,,,,,,,,,,,0.572,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17743,,,,0.225,,,,,0.25,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1972-12-29,,,,,,0.25,,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,0.23,0.29952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.14,,,,,,0.165,,,,,,,,,,,,,
1973-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865,0.1,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-02-28,,0.15,,,,,,,,,0.594,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17635,,,,0.225,,,,,0.25,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,0.05,,,0.3,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,0.125,,,,,,
1973-03-30,0.0,,,,,0.25,,,,,,,,,,,2.0,,,0.1,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.23,0.30099,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.14,,,,,,0.165,,,,,,,,,,,,,
1973-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-05-31,,0.15,,,,0.25,,,,,0.595,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,0.17489,,,,0.225,,,,,0.27,,,,,,,0.11,,,0.1375,,,,,0.1,,,0.0,,,,,,,,,,,,,0.3,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.1,,,0.125,,,,,,
1973-06-29,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.23,0.35007,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.148,,,,,,0.165,,,,,,,,,,,,,
1973-07-31,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865,0.1,,,,0.12824,,,,,,,,,0.05,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-08-31,,0.15,,,,0.25,,,,,0.595,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17421,,,,0.225,,,,,0.27,,,,,,,0.11,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,0.14,,,,,,
1973-09-28,,,,,,,,,,,,,,,,,0.3,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.23,0.2477,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.16,,,,,,0.165,,,,,,,,,,,,,
1973-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,
1973-11-30,,0.15,,,,,,,,,0.595,,,,,,,,0.2,0.1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2004,,,,0.225,,,,,0.27,,,,,,,0.05,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.3,0.22,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
1973-12-31,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.25,,,,,,,,,,0.05,,,,,,,,,,,,,,,0.07,,,,,,,,0.075,,,,,,0.16,,,,,,0.165,,,,,,,,,,,,,
1974-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0973,,,,,0.12118,,,,,,,,,,,,,,,,,,,,13.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-02-28,,0.15,,,,,,,,,0.64,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,0.20532,,,,0.225,,,,,0.27,,,,,,,0.11,,,0.1375,,,,,,,,,,,,,,,,,,0.05,,,0.3,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.14,,,,,,
1974-03-29,,,,,,0.25,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,0.25,0.35997,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0.16,,,,,,0.165,,,,,,,,,,,,,
1974-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,0.39583,,,,,,,,,,,,,
1974-05-31,0.0,0.15,,,,0.25,,,,,0.64,,,,,,,,0.2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2079,,,,0.25,,,,,0.29,,,,,,,0.11,,,0.1375,,,,,,,,0.0,,,,,,,,,,,,,0.3,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.1,,,0.14,,,,,,
1974-06-28,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.25,0.3633,,,17.56,,,,,,0.2,,,,,,,0.05,,,,,,,,,,,,,,,,0.075,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1974-07-31,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,0.12294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-08-30,,0.15,,,,0.125,,,,,0.64,,,,,,,,0.2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2043,,,,0.25,,,,,0.29,,,,,,,0.12,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.2,0.22,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.1,,,0.15,,,,,,
1974-09-30,,,,,,,,,,,,,,,,,0.35,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.25,0.25312,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1974-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-11-29,,0.15,,,,,,,,,0.64,,,,,,,,0.2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.29,,,,,,,0.05,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.15,,,,0.20272,,
1974-12-31,,,,,,0.125,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.275,0.35465,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1975-01-31,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.11529,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-02-28,,,,,,,,,,,0.67,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,0.3,,,,,0.29,,,,,,,0.12,,,0.1375,,,,,,,,,,,,,,,,,,0.05,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.15,,,,0.19958,,
1975-03-31,,,,,,,,,,,,,,,,,,,,0.13,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,0.275,0.34986,,,,,0.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1975-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-05-30,,0.15,,,,,,,,,0.67,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.29,,,,,,,0.12,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.05,,,0.15,,,,0.19366,,
1975-06-30,,,,,,,,,,,,,,,,,,,,0.13,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.275,0.34083,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1975-07-31,,,,,0.03,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.11177,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-08-29,,0.17,,,,,,,,,0.67,,,,,,,,0.15,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.29,,,,,,,0.12,,,0.1375,,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.05,,0.0,0.155,,,,0.1923,,
1975-09-30,,,,,,,,,,,,,,,,,0.3,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.275,0.09773,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1975-10-31,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.26,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,
1975-11-28,,,,,,,,,,,0.67,,,,,,,,0.15,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.29,,,,,,,0.05,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.19742,,
1975-12-31,,,,,,,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,0.3,0.34598,,,,,,,,,0.05,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1976-01-30,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.11294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02-27,,0.17,,,,,,,,,0.7,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,0.29,,,,,,,0.13,,,0.1375,,,,,,,,,,,,,,,,,,0.06,,,,0.26,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.05,,,0.155,,,,0.20214,,
1976-03-31,,,,,,,,,,,,,,,,,1.0,,,0.13,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,0.3,0.35525,,,,,,,,,0.2,,,,,,,,,,0.2,,,,,,,,,,,,,0.1,,,,,,0.17,,,,,,0.165,,,,,,,,,,,,,
1976-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
1976-05-28,,0.17,,,,,,,,,0.7,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,0.29,,,,,,,0.13,,,0.15,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,0.05,,,0.155,,,,0.20412,,
