,gvkey,iid,datadate,tic,trt1m,naics,sic
1333617,7432,01,30/04/1968,GBBB.1,4.321,,2082.0
1333618,7432,01,31/05/1968,GBBB.1,-2.6036,,2082.0
1333619,7432,01,30/06/1968,GBBB.1,9.816,,2082.0
1333620,7432,01,31/07/1968,GBBB.1,-2.2346,,2082.0
1333621,7432,01,31/08/1968,GBBB.1,-10.5143,,2082.0
1333622,7432,01,30/09/1968,GBBB.1,10.9677,,2082.0
1333623,7432,01,31/10/1968,GBBB.1,-1.1628,,2082.0
1333624,7432,01,30/11/1968,GBBB.1,20.7059,,2082.0
1333625,7432,01,31/12/1968,GBBB.1,18.8119,,2082.0
1333626,7432,01,31/01/1969,GBBB.1,8.3333,,2082.0
1333627,7432,01,28/02/1969,GBBB.1,-6.6923,,2082.0
1333628,7432,01,31/03/1969,GBBB.1,-0.4149,,2082.0
1333629,7432,01,30/04/1969,GBBB.1,-10.8333,,2082.0
1333630,7432,01,31/05/1969,GBBB.1,1.6822,,2082.0
1333631,7432,01,30/06/1969,GBBB.1,9.2593,,2082.0
1333632,7432,01,31/07/1969,GBBB.1,-2.9661,,2082.0
1333633,7432,01,31/08/1969,GBBB.1,-8.4716,,2082.0
1333634,7432,01,30/09/1969,GBBB.1,9.6154,,2082.0
1333635,7432,01,31/10/1969,GBBB.1,7.0175,,2082.0
1333636,7432,01,30/11/1969,GBBB.1,0.8197,,2082.0
1333637,7432,01,31/12/1969,GBBB.1,0.8264,,2082.0
1333638,7432,01,31/01/1970,GBBB.1,0.0,,2082.0
1333639,7432,01,28/02/1970,GBBB.1,-3.2787,,2082.0
1333640,7432,01,31/03/1970,GBBB.1,0.0,,2082.0
1333641,7432,01,30/04/1970,GBBB.1,-5.1282,,2082.0
1333642,7432,01,31/05/1970,GBBB.1,-11.7117,,2082.0
1333643,7432,01,30/06/1970,GBBB.1,-4.1237,,2082.0
1333644,7432,01,31/07/1970,GBBB.1,3.2258,,2082.0
1333645,7432,01,31/08/1970,GBBB.1,-12.5,,2082.0
1333646,7432,01,30/09/1970,GBBB.1,-2.4096,,2082.0
1333647,7432,01,31/10/1970,GBBB.1,0.0,,2082.0
1333648,7432,01,30/11/1970,GBBB.1,-6.1728,,2082.0
1333649,7432,01,31/12/1970,GBBB.1,4.0,,2082.0
1333650,7432,01,31/01/1971,GBBB.1,11.5385,,2082.0
1333651,7432,01,28/02/1971,GBBB.1,0.0,,2082.0
1333652,7432,01,31/03/1971,GBBB.1,-1.1628,,2082.0
1333653,7432,01,30/04/1971,GBBB.1,0.0,,2082.0
1333654,7432,01,31/05/1971,GBBB.1,-5.8824,,2082.0
1333655,7432,01,30/06/1971,GBBB.1,-6.3291,,2082.0
1333656,7432,01,31/07/1971,GBBB.1,-6.7568,,2082.0
1333657,7432,01,31/08/1971,GBBB.1,5.7971,,2082.0
1333658,7432,01,30/09/1971,GBBB.1,-6.9444,,2082.0
1333659,7432,01,31/10/1971,GBBB.1,0.0,,2082.0
1333660,7432,01,30/11/1971,GBBB.1,-4.4776,,2082.0
1333661,7432,01,31/12/1971,GBBB.1,-4.7619,,2082.0
1333662,7432,01,31/01/1972,GBBB.1,23.3333,,2082.0
1333663,7432,01,29/02/1972,GBBB.1,-6.7568,,2082.0
1333664,7432,01,31/03/1972,GBBB.1,-1.4706,,2082.0
1333665,7432,01,30/04/1972,GBBB.1,-16.4179,,2082.0
1333666,7432,01,31/05/1972,GBBB.1,-7.7857,,2082.0
1333667,7432,01,30/06/1972,GBBB.1,0.0,,2082.0
1333668,7432,01,31/07/1972,GBBB.1,-5.8824,,2082.0
1333669,7432,01,31/08/1972,GBBB.1,-9.0833,,2082.0
1333670,7432,01,30/09/1972,GBBB.1,-4.6512,,2082.0
1333671,7432,01,31/10/1972,GBBB.1,2.439,,2082.0
1333672,7432,01,30/11/1972,GBBB.1,-6.1905,,2082.0
1333673,7432,01,31/12/1972,GBBB.1,-2.5641,,2082.0
1333674,7432,01,31/01/1973,GBBB.1,-2.6316,,2082.0
1333675,7432,01,28/02/1973,GBBB.1,1.0811,,2082.0
1333676,7432,01,31/03/1973,GBBB.1,8.1081,,2082.0
1333677,7432,01,30/04/1973,GBBB.1,-5.0,,2082.0
1333678,7432,01,31/05/1973,GBBB.1,6.3158,,2082.0
1333679,7432,01,30/06/1973,GBBB.1,0.0,,2082.0
1333680,7432,01,31/07/1973,GBBB.1,0.0,,2082.0
1333681,7432,01,31/08/1973,GBBB.1,3.5,,2082.0
1333682,7432,01,30/09/1973,GBBB.1,-12.1951,,2082.0
1333683,7432,01,31/10/1973,GBBB.1,-5.5556,,2082.0
1333684,7432,01,30/11/1973,GBBB.1,2.3529,,2082.0
1333685,7432,01,31/12/1973,GBBB.1,-20.5882,,2082.0
1333686,7432,01,31/01/1974,GBBB.1,33.3333,,2082.0
1333687,7432,01,28/02/1974,GBBB.1,-15.5556,,2082.0
1333688,7432,01,31/03/1974,GBBB.1,6.6667,,2082.0
1333689,7432,01,30/04/1974,GBBB.1,-3.125,,2082.0
1333690,7432,01,31/05/1974,GBBB.1,1.2903,,2082.0
1333691,7432,01,30/06/1974,GBBB.1,-3.2258,,2082.0
1333692,7432,01,31/07/1974,GBBB.1,3.3333,,2082.0
1333693,7432,01,31/08/1974,GBBB.1,-8.3871,,2082.0
1333694,7432,01,30/09/1974,GBBB.1,0.0,,2082.0
1333695,7432,01,31/10/1974,GBBB.1,3.5714,,2082.0
1333696,7432,01,30/11/1974,GBBB.1,-5.5172,,2082.0
1333697,7432,01,31/12/1974,GBBB.1,-7.4074,,2082.0
1333698,7432,01,31/01/1975,GBBB.1,8.0,,2082.0
1333699,7432,01,28/02/1975,GBBB.1,-5.9259,,2082.0
1333700,7432,01,31/03/1975,GBBB.1,36.0,,2082.0
1333701,7432,01,30/04/1975,GBBB.1,-2.9412,,2082.0
1333702,7432,01,31/05/1975,GBBB.1,0.0,,2082.0
1347653,7507,01C,31/01/1982,MOL.A,,312120.0,2082.0
1347654,7507,01C,28/02/1982,MOL.A,0.0,312120.0,2082.0
1347655,7507,01C,31/03/1982,MOL.A,2.4772,312120.0,2082.0
1347656,7507,01C,30/04/1982,MOL.A,-0.5025,312120.0,2082.0
1347657,7507,01C,31/05/1982,MOL.A,2.0202,312120.0,2082.0
1347658,7507,01C,30/06/1982,MOL.A,6.3762,312120.0,2082.0
1347659,7507,01C,31/07/1982,MOL.A,1.4151,312120.0,2082.0
1347660,7507,01C,31/08/1982,MOL.A,5.1163,312120.0,2082.0
1347661,7507,01C,30/09/1982,MOL.A,6.5841,312120.0,2082.0
1347662,7507,01C,31/10/1982,MOL.A,11.7647,312120.0,2082.0
1347663,7507,01C,30/11/1982,MOL.A,2.6316,312120.0,2082.0
1347664,7507,01C,31/12/1982,MOL.A,3.6776,312120.0,2082.0
1347665,7507,01C,31/01/1983,MOL.A,5.7143,312120.0,2082.0
1347666,7507,01C,28/02/1983,MOL.A,4.0541,312120.0,2082.0
1347667,7507,01C,31/03/1983,MOL.A,6.1818,312120.0,2082.0
1347668,7507,01C,30/04/1983,MOL.A,8.642,312120.0,2082.0
1347669,7507,01C,31/05/1983,MOL.A,-1.7045,312120.0,2082.0
1347670,7507,01C,30/06/1983,MOL.A,-1.1445,312120.0,2082.0
1347671,7507,01C,31/07/1983,MOL.A,-10.3245,312120.0,2082.0
1347672,7507,01C,31/08/1983,MOL.A,1.3158,312120.0,2082.0
1347673,7507,01C,30/09/1983,MOL.A,-1.5584,312120.0,2082.0
1347674,7507,01C,31/10/1983,MOL.A,6.0,312120.0,2082.0
1347675,7507,01C,30/11/1983,MOL.A,16.3522,312120.0,2082.0
1347676,7507,01C,31/12/1983,MOL.A,0.3243,312120.0,2082.0
1347677,7507,01C,31/01/1984,MOL.A,-8.1522,312120.0,2082.0
1347678,7507,01C,29/02/1984,MOL.A,-4.142,312120.0,2082.0
1347679,7507,01C,31/03/1984,MOL.A,-10.1235,312120.0,2082.0
1347680,7507,01C,30/04/1984,MOL.A,-8.3333,312120.0,2082.0
1347681,7507,01C,31/05/1984,MOL.A,1.5151,312120.0,2082.0
1347682,7507,01C,30/06/1984,MOL.A,4.9254,312120.0,2082.0
1347683,7507,01C,31/07/1984,MOL.A,-4.3165,312120.0,2082.0
1347684,7507,01C,31/08/1984,MOL.A,5.2632,312120.0,2082.0
1347685,7507,01C,30/09/1984,MOL.A,-4.5714,312120.0,2082.0
1347686,7507,01C,31/10/1984,MOL.A,-3.0303,312120.0,2082.0
1347687,7507,01C,30/11/1984,MOL.A,-0.7813,312120.0,2082.0
1347688,7507,01C,31/12/1984,MOL.A,4.4094,312120.0,2082.0
1347689,7507,01C,31/01/1985,MOL.A,9.9237,312120.0,2082.0
1347690,7507,01C,28/02/1985,MOL.A,-11.1111,312120.0,2082.0
1347691,7507,01C,31/03/1985,MOL.A,2.0312,312120.0,2082.0
1347692,7507,01C,30/04/1985,MOL.A,-0.7752,312120.0,2082.0
1347693,7507,01C,31/05/1985,MOL.A,10.1562,312120.0,2082.0
1347694,7507,01C,30/06/1985,MOL.A,-5.2482,312120.0,2082.0
1347695,7507,01C,31/07/1985,MOL.A,1.5151,312120.0,2082.0
1347696,7507,01C,31/08/1985,MOL.A,6.7164,312120.0,2082.0
1347697,7507,01C,30/09/1985,MOL.A,-0.2797,312120.0,2082.0
1347698,7507,01C,31/10/1985,MOL.A,9.9291,312120.0,2082.0
1347699,7507,01C,30/11/1985,MOL.A,7.7419,312120.0,2082.0
1347700,7507,01C,31/12/1985,MOL.A,-7.4251,312120.0,2082.0
1347701,7507,01C,31/01/1986,MOL.A,8.4967,312120.0,2082.0
1347702,7507,01C,28/02/1986,MOL.A,17.4698,312120.0,2082.0
1347703,7507,01C,31/03/1986,MOL.A,5.9488,312120.0,2082.0
1347704,7507,01C,30/04/1986,MOL.A,9.756,312120.0,2082.0
1347705,7507,01C,31/05/1986,MOL.A,-3.1111,312120.0,2082.0
1347706,7507,01C,30/06/1986,MOL.A,6.2385,312120.0,2082.0
1347707,7507,01C,31/07/1986,MOL.A,-1.7391,312120.0,2082.0
1347708,7507,01C,31/08/1986,MOL.A,-11.5045,312120.0,2082.0
1347709,7507,01C,30/09/1986,MOL.A,-1.2,312120.0,2082.0
1347710,7507,01C,31/10/1986,MOL.A,-2.0408,312120.0,2082.0
1347711,7507,01C,30/11/1986,MOL.A,-4.1667,312120.0,2082.0
1347712,7507,01C,31/12/1986,MOL.A,-0.7609,312120.0,2082.0
1347713,7507,01C,31/01/1987,MOL.A,9.9447,312120.0,2082.0
1347714,7507,01C,28/02/1987,MOL.A,3.5176,312120.0,2082.0
1347715,7507,01C,31/03/1987,MOL.A,0.7767,312120.0,2082.0
1347716,7507,01C,30/04/1987,MOL.A,-2.9126,312120.0,2082.0
1347717,7507,01C,31/05/1987,MOL.A,-3.9999,312120.0,2082.0
1347718,7507,01C,30/06/1987,MOL.A,0.8333,312120.0,2082.0
1347719,7507,01C,31/07/1987,MOL.A,10.9374,312120.0,2082.0
1347720,7507,01C,31/08/1987,MOL.A,1.878,312120.0,2082.0
1347721,7507,01C,30/09/1987,MOL.A,-7.5576,312120.0,2082.0
1347722,7507,01C,31/10/1987,MOL.A,-19.598,312120.0,2082.0
1347723,7507,01C,30/11/1987,MOL.A,4.375,312120.0,2082.0
1347724,7507,01C,31/12/1987,MOL.A,11.1377,312120.0,2082.0
1347725,7507,01C,31/01/1988,MOL.A,5.9782,312120.0,2082.0
1347726,7507,01C,29/02/1988,MOL.A,-1.0256,312120.0,2082.0
1347727,7507,01C,31/03/1988,MOL.A,4.974,312120.0,2082.0
1347728,7507,01C,30/04/1988,MOL.A,-5.4726,312120.0,2082.0
1347729,7507,01C,31/05/1988,MOL.A,-1.5789,312120.0,2082.0
1347730,7507,01C,30/06/1988,MOL.A,12.7058,312120.0,2082.0
1347731,7507,01C,31/07/1988,MOL.A,-2.3924,312120.0,2082.0
1347732,7507,01C,31/08/1988,MOL.A,-0.9803,312120.0,2082.0
1347733,7507,01C,30/09/1988,MOL.A,6.8119,312120.0,2082.0
1347734,7507,01C,31/10/1988,MOL.A,7.0093,312120.0,2082.0
1347735,7507,01C,30/11/1988,MOL.A,-7.4236,312120.0,2082.0
1347736,7507,01C,31/12/1988,MOL.A,4.6038,312120.0,2082.0
1347737,7507,01C,31/01/1989,MOL.A,18.6363,312120.0,2082.0
1347738,7507,01C,28/02/1989,MOL.A,-1.9157,312120.0,2082.0
1347739,7507,01C,31/03/1989,MOL.A,2.25,312120.0,2082.0
1347740,7507,01C,30/04/1989,MOL.A,3.8461,312120.0,2082.0
1347741,7507,01C,31/05/1989,MOL.A,4.0741,312120.0,2082.0
1347742,7507,01C,30/06/1989,MOL.A,1.7224,312120.0,2082.0
1347743,7507,01C,31/07/1989,MOL.A,3.8733,312120.0,2082.0
1347744,7507,01C,31/08/1989,MOL.A,2.0339,312120.0,2082.0
1347745,7507,01C,30/09/1989,MOL.A,-4.7044,312120.0,2082.0
1347746,7507,01C,31/10/1989,MOL.A,5.9649,312120.0,2082.0
1347747,7507,01C,30/11/1989,MOL.A,6.6225,312120.0,2082.0
1347748,7507,01C,31/12/1989,MOL.A,-1.2919,312120.0,2082.0
1347749,7507,01C,31/01/1990,MOL.A,-7.9114,312120.0,2082.0
1347750,7507,01C,28/02/1990,MOL.A,-3.78,312120.0,2082.0
1347751,7507,01C,31/03/1990,MOL.A,8.5143,312120.0,2082.0
1347752,7507,01C,30/04/1990,MOL.A,-6.6225,312120.0,2082.0
1347753,7507,01C,31/05/1990,MOL.A,9.2199,312120.0,2082.0
1347754,7507,01C,30/06/1990,MOL.A,2.2876,312120.0,2082.0
1347755,7507,01C,31/07/1990,MOL.A,-8.9457,312120.0,2082.0
1347756,7507,01C,31/08/1990,MOL.A,-9.8246,312120.0,2082.0
1347757,7507,01C,30/09/1990,MOL.A,-7.451,312120.0,2082.0
1347758,7507,01C,31/10/1990,MOL.A,6.3559,312120.0,2082.0
1347759,7507,01C,30/11/1990,MOL.A,3.1873,312120.0,2082.0
1347760,7507,01C,31/12/1990,MOL.A,1.9305,312120.0,2082.0
1347761,7507,01C,31/01/1991,MOL.A,9.9236,312120.0,2082.0
1347762,7507,01C,28/02/1991,MOL.A,9.0278,312120.0,2082.0
1347763,7507,01C,31/03/1991,MOL.A,10.828,312120.0,2082.0
1347764,7507,01C,30/04/1991,MOL.A,-2.8902,312120.0,2082.0
1347765,7507,01C,31/05/1991,MOL.A,1.5357,312120.0,2082.0
1347766,7507,01C,30/06/1991,MOL.A,4.4248,312120.0,2082.0
1347767,7507,01C,31/07/1991,MOL.A,-5.0847,312120.0,2082.0
1347768,7507,01C,31/08/1991,MOL.A,4.2143,312120.0,2082.0
1347769,7507,01C,30/09/1991,MOL.A,4.7414,312120.0,2082.0
1347770,7507,01C,31/10/1991,MOL.A,0.823,312120.0,2082.0
1347771,7507,01C,30/11/1991,MOL.A,-1.4531,312120.0,2082.0
1347772,7507,01C,31/12/1991,MOL.A,0.8333,312120.0,2082.0
1347773,7507,01C,31/01/1992,MOL.A,9.5041,312120.0,2082.0
1347774,7507,01C,29/02/1992,MOL.A,3.9396,312120.0,2082.0
1347775,7507,01C,31/03/1992,MOL.A,1.4599,312120.0,2082.0
1347776,7507,01C,30/04/1992,MOL.A,-3.9568,312120.0,2082.0
1347777,7507,01C,31/05/1992,MOL.A,3.9101,312120.0,2082.0
1347778,7507,01C,30/06/1992,MOL.A,-9.058,312120.0,2082.0
1347779,7507,01C,31/07/1992,MOL.A,-2.7888,312120.0,2082.0
1347780,7507,01C,31/08/1992,MOL.A,3.0492,312120.0,2082.0
1347781,7507,01C,30/09/1992,MOL.A,-4.8,312120.0,2082.0
1347782,7507,01C,31/10/1992,MOL.A,-1.6807,312120.0,2082.0
1347783,7507,01C,30/11/1992,MOL.A,-0.2393,312120.0,2082.0
1347784,7507,01C,31/12/1992,MOL.A,-0.8621,312120.0,2082.0
1347785,7507,01C,31/01/1993,MOL.A,-8.6957,312120.0,2082.0
1347786,7507,01C,28/02/1993,MOL.A,4.9714,312120.0,2082.0
1347787,7507,01C,31/03/1993,MOL.A,-6.8493,312120.0,2082.0
1347788,7507,01C,30/04/1993,MOL.A,-0.4902,312120.0,2082.0
1347789,7507,01C,31/05/1993,MOL.A,-5.6946,312120.0,2082.0
1347790,7507,01C,30/06/1993,MOL.A,-4.2105,312120.0,2082.0
1347791,7507,01C,31/07/1993,MOL.A,9.8901,312120.0,2082.0
1347792,7507,01C,31/08/1993,MOL.A,4.72,312120.0,2082.0
1347793,7507,01C,30/09/1993,MOL.A,-3.3654,312120.0,2082.0
1347794,7507,01C,31/10/1993,MOL.A,7.9602,312120.0,2082.0
1347795,7507,01C,30/11/1993,MOL.A,0.0,312120.0,2082.0
1347796,7507,01C,31/12/1993,MOL.A,6.1935,312120.0,2082.0
1347797,7507,01C,31/01/1994,MOL.A,-4.8035,312120.0,2082.0
1347798,7507,01C,28/02/1994,MOL.A,-3.9266,312120.0,2082.0
1347799,7507,01C,31/03/1994,MOL.A,-4.3269,312120.0,2082.0
1347800,7507,01C,30/04/1994,MOL.A,-5.0251,312120.0,2082.0
1347801,7507,01C,31/05/1994,MOL.A,-1.3545,312120.0,2082.0
1347802,7507,01C,30/06/1994,MOL.A,-10.2703,312120.0,2082.0
1347803,7507,01C,31/07/1994,MOL.A,0.6024,312120.0,2082.0
1347804,7507,01C,31/08/1994,MOL.A,5.6527,312120.0,2082.0
1347805,7507,01C,30/09/1994,MOL.A,-2.8571,312120.0,2082.0
1347806,7507,01C,31/10/1994,MOL.A,1.7647,312120.0,2082.0
1347807,7507,01C,30/11/1994,MOL.A,-16.185,312120.0,2082.0
1347808,7507,01C,31/12/1994,MOL.A,10.6483,312120.0,2082.0
1347809,7507,01C,31/01/1995,MOL.A,-0.6289,312120.0,2082.0
1347810,7507,01C,28/02/1995,MOL.A,-0.9873,312120.0,2082.0
1347811,7507,01C,31/03/1995,MOL.A,3.2258,312120.0,2082.0
1347812,7507,01C,30/04/1995,MOL.A,3.75,312120.0,2082.0
1347813,7507,01C,31/05/1995,MOL.A,0.2651,312120.0,2082.0
1347814,7507,01C,30/06/1995,MOL.A,8.4848,312120.0,2082.0
1347815,7507,01C,31/07/1995,MOL.A,8.3799,312120.0,2082.0
1347816,7507,01C,31/08/1995,MOL.A,-5.9588,312120.0,2082.0
1347817,7507,01C,30/09/1995,MOL.A,-0.5525,312120.0,2082.0
1347818,7507,01C,31/10/1995,MOL.A,-3.8889,312120.0,2082.0
1347819,7507,01C,30/11/1995,MOL.A,1.7341,312120.0,2082.0
1347820,7507,01C,31/12/1995,MOL.A,3.0909,312120.0,2082.0
1347821,7507,01C,31/01/1996,MOL.A,6.6667,312120.0,2082.0
1347822,7507,01C,29/02/1996,MOL.A,-3.4167,312120.0,2082.0
1347823,7507,01C,31/03/1996,MOL.A,5.4348,312120.0,2082.0
1347824,7507,01C,30/04/1996,MOL.A,1.6495,312120.0,2082.0
1347825,7507,01C,31/05/1996,MOL.A,-4.9493,312120.0,2082.0
1347826,7507,01C,30/06/1996,MOL.A,-4.9463,312120.0,2082.0
1347827,7507,01C,31/07/1996,MOL.A,-8.8235,312120.0,2082.0
1347828,7507,01C,31/08/1996,MOL.A,4.2184,312120.0,2082.0
1347829,7507,01C,30/09/1996,MOL.A,-5.0952,312120.0,2082.0
1347830,7507,01C,31/10/1996,MOL.A,3.7975,312120.0,2082.0
1347831,7507,01C,30/11/1996,MOL.A,7.8048,312120.0,2082.0
1347832,7507,01C,31/12/1996,MOL.A,-1.9004,312120.0,2082.0
1347833,7507,01C,31/01/1997,MOL.A,9.0698,312120.0,2082.0
1347834,7507,01C,28/02/1997,MOL.A,2.2601,312120.0,2082.0
1347835,7507,01C,31/03/1997,MOL.A,-3.7815,312120.0,2082.0
1347836,7507,01C,30/04/1997,MOL.A,1.9651,312120.0,2082.0
1347837,7507,01C,31/05/1997,MOL.A,2.484,312120.0,2082.0
1347838,7507,01C,30/06/1997,MOL.A,-3.3684,312120.0,2082.0
1347839,7507,01C,31/07/1997,MOL.A,14.8148,312120.0,2082.0
1347840,7507,01C,31/08/1997,MOL.A,-3.2258,312120.0,2082.0
1347841,7507,01C,30/09/1997,MOL.A,-0.2745,312120.0,2082.0
1347842,7507,01C,31/10/1997,MOL.A,-4.1584,312120.0,2082.0
1347843,7507,01C,30/11/1997,MOL.A,8.1818,312120.0,2082.0
1347844,7507,01C,31/12/1997,MOL.A,-1.7308,312120.0,2082.0
1347845,7507,01C,31/01/1998,MOL.A,1.7613,312120.0,2082.0
1347846,7507,01C,28/02/1998,MOL.A,-1.0385,312120.0,2082.0
1347847,7507,01C,31/03/1998,MOL.A,-4.6967,312120.0,2082.0
1347848,7507,01C,30/04/1998,MOL.A,5.7495,312120.0,2082.0
1347849,7507,01C,31/05/1998,MOL.A,4.5825,312120.0,2082.0
1347850,7507,01C,30/06/1998,MOL.A,0.0,312120.0,2082.0
1347851,7507,01C,31/07/1998,MOL.A,-10.2804,312120.0,2082.0
1347852,7507,01C,31/08/1998,MOL.A,-12.2917,312120.0,2082.0
1347853,7507,01C,30/09/1998,MOL.A,2.5178,312120.0,2082.0
1347854,7507,01C,31/10/1998,MOL.A,9.1121,312120.0,2082.0
1347855,7507,01C,30/11/1998,MOL.A,-2.0128,312120.0,2082.0
1347856,7507,01C,31/12/1998,MOL.A,-3.0837,312120.0,2082.0
1347857,7507,01C,31/01/1999,MOL.A,-0.4545,312120.0,2082.0
1347858,7507,01C,28/02/1999,MOL.A,-1.0046,312120.0,2082.0
1347859,7507,01C,31/03/1999,MOL.A,-1.8605,312120.0,2082.0
1347860,7507,01C,30/04/1999,MOL.A,3.0806,312120.0,2082.0
1347861,7507,01C,31/05/1999,MOL.A,16.2299,312120.0,2082.0
1347862,7507,01C,30/06/1999,MOL.A,6.3745,312120.0,2082.0
1347863,7507,01C,31/07/1999,MOL.A,-1.8727,312120.0,2082.0
1347864,7507,01C,31/08/1999,MOL.A,-2.4809,312120.0,2082.0
1347865,7507,01C,30/09/1999,MOL.A,-0.0783,312120.0,2082.0
1347866,7507,01C,31/10/1999,MOL.A,8.4813,312120.0,2082.0
1347867,7507,01C,30/11/1999,MOL.A,-4.5455,312120.0,2082.0
1347868,7507,01C,31/12/1999,MOL.A,2.5905,312120.0,2082.0
1347869,7507,01C,31/01/2000,MOL.A,-7.4766,312120.0,2082.0
1347870,7507,01C,29/02/2000,MOL.A,-1.6162,312120.0,2082.0
1347871,7507,01C,31/03/2000,MOL.A,-3.5729,312120.0,2082.0
1347872,7507,01C,30/04/2000,MOL.A,4.721,312120.0,2082.0
1347873,7507,01C,31/05/2000,MOL.A,6.5574,312120.0,2082.0
1347874,7507,01C,30/06/2000,MOL.A,12.0385,312120.0,2082.0
1347875,7507,01C,31/07/2000,MOL.A,8.2902,312120.0,2082.0
1347876,7507,01C,31/08/2000,MOL.A,-0.4785,312120.0,2082.0
1347877,7507,01C,30/09/2000,MOL.A,10.3526,312120.0,2082.0
1347878,7507,01C,31/10/2000,MOL.A,12.2628,312120.0,2082.0
1347879,7507,01C,30/11/2000,MOL.A,9.1027,312120.0,2082.0
1347880,7507,01C,31/12/2000,MOL.A,2.9321,312120.0,2082.0
1347881,7507,01C,31/01/2001,MOL.A,-8.1395,312120.0,2082.0
1347882,7507,01C,28/02/2001,MOL.A,15.1899,312120.0,2082.0
1347883,7507,01C,31/03/2001,MOL.A,-2.9011,312120.0,2082.0
1347884,7507,01C,30/04/2001,MOL.A,-3.2955,312120.0,2082.0
1347885,7507,01C,31/05/2001,MOL.A,13.067,312120.0,2082.0
1347886,7507,01C,30/06/2001,MOL.A,0.1455,312120.0,2082.0
1347887,7507,01C,31/07/2001,MOL.A,4.2708,312120.0,2082.0
1347888,7507,01C,31/08/2001,MOL.A,-0.1998,312120.0,2082.0
1347889,7507,01C,30/09/2001,MOL.A,7.9479,312120.0,2082.0
1347890,7507,01C,31/10/2001,MOL.A,-8.8202,312120.0,2082.0
1347891,7507,01C,30/11/2001,MOL.A,10.2449,312120.0,2082.0
1347892,7507,01C,31/12/2001,MOL.A,4.0355,312120.0,2082.0
1347893,7507,01C,31/01/2002,MOL.A,-3.5714,312120.0,2082.0
1347894,7507,01C,28/02/2002,MOL.A,11.1111,312120.0,2082.0
1347895,7507,01C,31/03/2002,MOL.A,16.7333,312120.0,2082.0
1347896,7507,01C,30/04/2002,MOL.A,3.0928,312120.0,2082.0
1347897,7507,01C,31/05/2002,MOL.A,2.0833,312120.0,2082.0
1347898,7507,01C,30/06/2002,MOL.A,-10.068,312120.0,2082.0
1347899,7507,01C,31/07/2002,MOL.A,-12.17,312120.0,2082.0
1347900,7507,01C,31/08/2002,MOL.A,2.4534,312120.0,2082.0
1347901,7507,01C,30/09/2002,MOL.A,4.8904,312120.0,2082.0
1347902,7507,01C,31/10/2002,MOL.A,-4.9677,312120.0,2082.0
1347903,7507,01C,30/11/2002,MOL.A,10.6585,312120.0,2082.0
1347904,7507,01C,31/12/2002,MOL.A,2.9448,312120.0,2082.0
1347905,7507,01C,31/01/2003,MOL.A,-1.3453,312120.0,2082.0
1347906,7507,01C,28/02/2003,MOL.A,-5.2727,312120.0,2082.0
1347907,7507,01C,31/03/2003,MOL.A,8.0614,312120.0,2082.0
1347908,7507,01C,30/04/2003,MOL.A,-1.9899,312120.0,2082.0
1347909,7507,01C,31/05/2003,MOL.A,9.8485,312120.0,2082.0
1347910,7507,01C,30/06/2003,MOL.A,1.0483,312120.0,2082.0
1347911,7507,01C,31/07/2003,MOL.A,-3.6448,312120.0,2082.0
1347912,7507,01C,31/08/2003,MOL.A,-4.7213,312120.0,2082.0
1347913,7507,01C,30/09/2003,MOL.A,-0.1791,312120.0,2082.0
1347914,7507,01C,31/10/2003,MOL.A,2.2222,312120.0,2082.0
1347915,7507,01C,30/11/2003,MOL.A,1.3514,312120.0,2082.0
1347916,7507,01C,31/12/2003,MOL.A,5.0435,312120.0,2082.0
1347917,7507,01C,31/01/2004,MOL.A,-15.4571,312120.0,2082.0
1347918,7507,01C,29/02/2004,MOL.A,-0.0655,312120.0,2082.0
1347919,7507,01C,31/03/2004,MOL.A,6.459,312120.0,2082.0
1347920,7507,01C,30/04/2004,MOL.A,-3.0622,312120.0,2082.0
1347921,7507,01C,31/05/2004,MOL.A,1.2444,312120.0,2082.0
1347922,7507,01C,30/06/2004,MOL.A,7.5638,312120.0,2082.0
1347923,7507,01C,31/07/2004,MOL.A,-3.2078,312120.0,2082.0
1347924,7507,01C,31/08/2004,MOL.A,-1.1858,312120.0,2082.0
1347925,7507,01C,30/09/2004,MOL.A,-0.7692,312120.0,2082.0
1347926,7507,01C,31/10/2004,MOL.A,-2.3364,312120.0,2082.0
1347927,7507,01C,30/11/2004,MOL.A,10.5263,312120.0,2082.0
1347928,7507,01C,31/12/2004,MOL.A,2.8283,312120.0,2082.0
1347929,7507,01C,31/01/2005,MOL.A,9.2165,312120.0,2082.0
1347930,7507,01C,28/02/2005,MOL.A,3.071,312120.0,2082.0
1347931,7507,01C,31/03/2005,MOL.A,0.0,312120.0,2082.0
1347932,7507,02C,31/01/1982,MOL.B,,312120.0,2082.0
1347933,7507,02C,28/02/1982,MOL.B,-3.8044,312120.0,2082.0
1347934,7507,02C,31/03/1982,MOL.B,6.7119,312120.0,2082.0
1347935,7507,02C,30/04/1982,MOL.B,1.0753,312120.0,2082.0
1347936,7507,02C,31/05/1982,MOL.B,4.2553,312120.0,2082.0
1347937,7507,02C,30/06/1982,MOL.B,3.5102,312120.0,2082.0
1347938,7507,02C,31/07/1982,MOL.B,3.0,312120.0,2082.0
1347939,7507,02C,31/08/1982,MOL.B,3.8835,312120.0,2082.0
